,u,v,edge_type,count
1405,Worry_9,L4,u->v,0
1406,Worry_9,L4,v->u,3
1407,Worry_9,L4,undirected,0
1408,Worry_9,L4,none,151
1409,Worry_9,L4,unknown,0
1410,Worry_9,L5,u->v,0
1411,Worry_9,L5,v->u,135
1412,Worry_9,L5,undirected,0
1413,Worry_9,L5,none,19
1414,Worry_9,L5,unknown,0
1415,Worry_9,L6,u->v,3
1416,Worry_9,L6,v->u,5
1417,Worry_9,L6,undirected,0
1418,Worry_9,L6,none,146
1419,Worry_9,L6,unknown,0
1420,Worry_9,L7,u->v,1
1421,Worry_9,L7,v->u,0
1422,Worry_9,L7,undirected,0
1423,Worry_9,L7,none,153
1424,Worry_9,L7,unknown,0
1425,Worry_9,L8,u->v,0
1426,Worry_9,L8,v->u,0
1427,Worry_9,L8,undirected,0
1428,Worry_9,L8,none,154
1429,Worry_9,L8,unknown,0
1430,Worry_9,L9,u->v,2
1431,Worry_9,L9,v->u,3
1432,Worry_9,L9,undirected,0
1433,Worry_9,L9,none,149
1434,Worry_9,L9,unknown,0
1435,Worry_9,L10,u->v,0
1436,Worry_9,L10,v->u,0
1437,Worry_9,L10,undirected,0
1438,Worry_9,L10,none,154
1439,Worry_9,L10,unknown,0
1440,Worry_10,MistrustB_1,u->v,5
1441,Worry_10,MistrustB_1,v->u,0
1442,Worry_10,MistrustB_1,undirected,0
1443,Worry_10,MistrustB_1,none,149
1444,Worry_10,MistrustB_1,unknown,0
1445,Worry_10,MistrustB_2,u->v,5
1446,Worry_10,MistrustB_2,v->u,2
1447,Worry_10,MistrustB_2,undirected,1
1448,Worry_10,MistrustB_2,none,146
1449,Worry_10,MistrustB_2,unknown,0
1450,Worry_10,MistrustB_3,u->v,9
1451,Worry_10,MistrustB_3,v->u,0
1452,Worry_10,MistrustB_3,undirected,1
1453,Worry_10,MistrustB_3,none,144
1454,Worry_10,MistrustB_3,unknown,0
1455,Worry_10,MistrustB_4,u->v,5
1456,Worry_10,MistrustB_4,v->u,2
1457,Worry_10,MistrustB_4,undirected,1
1458,Worry_10,MistrustB_4,none,146
1459,Worry_10,MistrustB_4,unknown,0
1460,Worry_10,MistrustB_5,u->v,7
1461,Worry_10,MistrustB_5,v->u,6
1462,Worry_10,MistrustB_5,undirected,2
1463,Worry_10,MistrustB_5,none,139
1464,Worry_10,MistrustB_5,unknown,0
1465,Worry_10,MistrustB_6,u->v,4
1466,Worry_10,MistrustB_6,v->u,1
1467,Worry_10,MistrustB_6,undirected,0
1468,Worry_10,MistrustB_6,none,149
1469,Worry_10,MistrustB_6,unknown,0
1470,Worry_10,MistrustB_7,u->v,7
1471,Worry_10,MistrustB_7,v->u,1
1472,Worry_10,MistrustB_7,undirected,0
1473,Worry_10,MistrustB_7,none,146
1474,Worry_10,MistrustB_7,unknown,0
1475,Worry_10,MistrustB_8,u->v,4
1476,Worry_10,MistrustB_8,v->u,2
1477,Worry_10,MistrustB_8,undirected,1
1478,Worry_10,MistrustB_8,none,147
1479,Worry_10,MistrustB_8,unknown,0
1480,Worry_10,MistrustB_9,u->v,5
1481,Worry_10,MistrustB_9,v->u,7
1482,Worry_10,MistrustB_9,undirected,0
1483,Worry_10,MistrustB_9,none,142
1484,Worry_10,MistrustB_9,unknown,0
1485,Worry_10,MistrustB_10,u->v,4
1486,Worry_10,MistrustB_10,v->u,0
1487,Worry_10,MistrustB_10,undirected,0
1488,Worry_10,MistrustB_10,none,150
1489,Worry_10,MistrustB_10,unknown,0
1490,Worry_10,Sleep_1,u->v,9
1491,Worry_10,Sleep_1,v->u,2
1492,Worry_10,Sleep_1,undirected,1
1493,Worry_10,Sleep_1,none,142
1494,Worry_10,Sleep_1,unknown,0
1495,Worry_10,Sleep_2,u->v,6
1496,Worry_10,Sleep_2,v->u,3
1497,Worry_10,Sleep_2,undirected,1
1498,Worry_10,Sleep_2,none,144
1499,Worry_10,Sleep_2,unknown,0
1500,Worry_10,Sleep_3,u->v,12
1501,Worry_10,Sleep_3,v->u,11
1502,Worry_10,Sleep_3,undirected,1
1503,Worry_10,Sleep_3,none,130
1504,Worry_10,Sleep_3,unknown,0
1505,Worry_10,Sleep_4,u->v,8
1506,Worry_10,Sleep_4,v->u,6
1507,Worry_10,Sleep_4,undirected,1
1508,Worry_10,Sleep_4,none,139
1509,Worry_10,Sleep_4,unknown,0
1510,Worry_10,Sleep_5,u->v,6
1511,Worry_10,Sleep_5,v->u,2
1512,Worry_10,Sleep_5,undirected,0
1513,Worry_10,Sleep_5,none,146
1514,Worry_10,Sleep_5,unknown,0
1515,Worry_10,Sleep_6,u->v,11
1516,Worry_10,Sleep_6,v->u,3
1517,Worry_10,Sleep_6,undirected,1
1518,Worry_10,Sleep_6,none,139
1519,Worry_10,Sleep_6,unknown,0
1520,Worry_10,Sleep_7,u->v,9
1521,Worry_10,Sleep_7,v->u,2
1522,Worry_10,Sleep_7,undirected,2
1523,Worry_10,Sleep_7,none,141
1524,Worry_10,Sleep_7,unknown,0
1525,Worry_10,L1,u->v,2
1526,Worry_10,L1,v->u,27
1527,Worry_10,L1,undirected,2
1528,Worry_10,L1,none,123
1529,Worry_10,L1,unknown,0
1530,Worry_10,L2,u->v,3
1531,Worry_10,L2,v->u,26
1532,Worry_10,L2,undirected,0
1533,Worry_10,L2,none,125
1534,Worry_10,L2,unknown,0
1535,Worry_10,L3,u->v,0
1536,Worry_10,L3,v->u,39
1537,Worry_10,L3,undirected,2
1538,Worry_10,L3,none,113
1539,Worry_10,L3,unknown,0
1540,Worry_10,L4,u->v,0
1541,Worry_10,L4,v->u,8
1542,Worry_10,L4,undirected,1
1543,Worry_10,L4,none,145
1544,Worry_10,L4,unknown,0
1545,Worry_10,L5,u->v,5
1546,Worry_10,L5,v->u,23
1547,Worry_10,L5,undirected,0
1548,Worry_10,L5,none,126
1549,Worry_10,L5,unknown,0
1550,Worry_10,L6,u->v,6
1551,Worry_10,L6,v->u,28
1552,Worry_10,L6,undirected,3
1553,Worry_10,L6,none,117
1554,Worry_10,L6,unknown,0
1555,Worry_10,L7,u->v,2
1556,Worry_10,L7,v->u,15
1557,Worry_10,L7,undirected,2
1558,Worry_10,L7,none,135
1559,Worry_10,L7,unknown,0
1560,Worry_10,L8,u->v,2
1561,Worry_10,L8,v->u,5
1562,Worry_10,L8,undirected,1
1563,Worry_10,L8,none,146
1564,Worry_10,L8,unknown,0
1565,Worry_10,L9,u->v,5
1566,Worry_10,L9,v->u,19
1567,Worry_10,L9,undirected,1
1568,Worry_10,L9,none,129
1569,Worry_10,L9,unknown,0
1570,Worry_10,L10,u->v,3
1571,Worry_10,L10,v->u,14
1572,Worry_10,L10,undirected,0
1573,Worry_10,L10,none,137
1574,Worry_10,L10,unknown,0
1575,MistrustB_1,MistrustB_2,u->v,12
1576,MistrustB_1,MistrustB_2,v->u,5
1577,MistrustB_1,MistrustB_2,undirected,1
1578,MistrustB_1,MistrustB_2,none,136
1579,MistrustB_1,MistrustB_2,unknown,0
1580,MistrustB_1,MistrustB_3,u->v,2
1581,MistrustB_1,MistrustB_3,v->u,6
1582,MistrustB_1,MistrustB_3,undirected,0
1583,MistrustB_1,MistrustB_3,none,146
1584,MistrustB_1,MistrustB_3,unknown,0
1585,MistrustB_1,MistrustB_4,u->v,8
1586,MistrustB_1,MistrustB_4,v->u,2
1587,MistrustB_1,MistrustB_4,undirected,0
1588,MistrustB_1,MistrustB_4,none,144
1589,MistrustB_1,MistrustB_4,unknown,0
1590,MistrustB_1,MistrustB_5,u->v,4
1591,MistrustB_1,MistrustB_5,v->u,4
1592,MistrustB_1,MistrustB_5,undirected,0
1593,MistrustB_1,MistrustB_5,none,146
1594,MistrustB_1,MistrustB_5,unknown,0
1595,MistrustB_1,MistrustB_6,u->v,7
1596,MistrustB_1,MistrustB_6,v->u,7
1597,MistrustB_1,MistrustB_6,undirected,0
1598,MistrustB_1,MistrustB_6,none,140
1599,MistrustB_1,MistrustB_6,unknown,0
1600,MistrustB_1,MistrustB_7,u->v,2
1601,MistrustB_1,MistrustB_7,v->u,13
1602,MistrustB_1,MistrustB_7,undirected,0
1603,MistrustB_1,MistrustB_7,none,139
1604,MistrustB_1,MistrustB_7,unknown,0
1605,MistrustB_1,MistrustB_8,u->v,2
1606,MistrustB_1,MistrustB_8,v->u,6
1607,MistrustB_1,MistrustB_8,undirected,1
1608,MistrustB_1,MistrustB_8,none,145
1609,MistrustB_1,MistrustB_8,unknown,0
1610,MistrustB_1,MistrustB_9,u->v,1
1611,MistrustB_1,MistrustB_9,v->u,19
1612,MistrustB_1,MistrustB_9,undirected,1
1613,MistrustB_1,MistrustB_9,none,133
1614,MistrustB_1,MistrustB_9,unknown,0
1615,MistrustB_1,MistrustB_10,u->v,4
1616,MistrustB_1,MistrustB_10,v->u,10
1617,MistrustB_1,MistrustB_10,undirected,0
1618,MistrustB_1,MistrustB_10,none,140
1619,MistrustB_1,MistrustB_10,unknown,0
1620,MistrustB_1,Sleep_1,u->v,0
1621,MistrustB_1,Sleep_1,v->u,2
1622,MistrustB_1,Sleep_1,undirected,0
1623,MistrustB_1,Sleep_1,none,152
1624,MistrustB_1,Sleep_1,unknown,0
1625,MistrustB_1,Sleep_2,u->v,0
1626,MistrustB_1,Sleep_2,v->u,2
1627,MistrustB_1,Sleep_2,undirected,0
1628,MistrustB_1,Sleep_2,none,152
1629,MistrustB_1,Sleep_2,unknown,0
1630,MistrustB_1,Sleep_3,u->v,0
1631,MistrustB_1,Sleep_3,v->u,1
1632,MistrustB_1,Sleep_3,undirected,0
1633,MistrustB_1,Sleep_3,none,153
1634,MistrustB_1,Sleep_3,unknown,0
1635,MistrustB_1,Sleep_4,u->v,0
1636,MistrustB_1,Sleep_4,v->u,1
1637,MistrustB_1,Sleep_4,undirected,0
1638,MistrustB_1,Sleep_4,none,153
1639,MistrustB_1,Sleep_4,unknown,0
1640,MistrustB_1,Sleep_5,u->v,0
1641,MistrustB_1,Sleep_5,v->u,4
1642,MistrustB_1,Sleep_5,undirected,0
1643,MistrustB_1,Sleep_5,none,150
1644,MistrustB_1,Sleep_5,unknown,0
1645,MistrustB_1,Sleep_6,u->v,0
1646,MistrustB_1,Sleep_6,v->u,1
1647,MistrustB_1,Sleep_6,undirected,0
1648,MistrustB_1,Sleep_6,none,153
1649,MistrustB_1,Sleep_6,unknown,0
1650,MistrustB_1,Sleep_7,u->v,0
1651,MistrustB_1,Sleep_7,v->u,3
1652,MistrustB_1,Sleep_7,undirected,0
1653,MistrustB_1,Sleep_7,none,151
1654,MistrustB_1,Sleep_7,unknown,0
1655,MistrustB_1,L1,u->v,0
1656,MistrustB_1,L1,v->u,5
1657,MistrustB_1,L1,undirected,0
1658,MistrustB_1,L1,none,149
1659,MistrustB_1,L1,unknown,0
1660,MistrustB_1,L2,u->v,0
1661,MistrustB_1,L2,v->u,5
1662,MistrustB_1,L2,undirected,0
1663,MistrustB_1,L2,none,149
1664,MistrustB_1,L2,unknown,0
1665,MistrustB_1,L3,u->v,1
1666,MistrustB_1,L3,v->u,89
1667,MistrustB_1,L3,undirected,0
1668,MistrustB_1,L3,none,64
1669,MistrustB_1,L3,unknown,0
1670,MistrustB_1,L4,u->v,0
1671,MistrustB_1,L4,v->u,6
1672,MistrustB_1,L4,undirected,1
1673,MistrustB_1,L4,none,147
1674,MistrustB_1,L4,unknown,0
1675,MistrustB_1,L5,u->v,1
1676,MistrustB_1,L5,v->u,3
1677,MistrustB_1,L5,undirected,0
1678,MistrustB_1,L5,none,150
1679,MistrustB_1,L5,unknown,0
1680,MistrustB_1,L6,u->v,0
1681,MistrustB_1,L6,v->u,5
1682,MistrustB_1,L6,undirected,0
1683,MistrustB_1,L6,none,149
1684,MistrustB_1,L6,unknown,0
1685,MistrustB_1,L7,u->v,0
1686,MistrustB_1,L7,v->u,59
1687,MistrustB_1,L7,undirected,2
1688,MistrustB_1,L7,none,93
1689,MistrustB_1,L7,unknown,0
1690,MistrustB_1,L8,u->v,0
1691,MistrustB_1,L8,v->u,2
1692,MistrustB_1,L8,undirected,0
1693,MistrustB_1,L8,none,152
1694,MistrustB_1,L8,unknown,0
1695,MistrustB_1,L9,u->v,0
1696,MistrustB_1,L9,v->u,7
1697,MistrustB_1,L9,undirected,0
1698,MistrustB_1,L9,none,147
1699,MistrustB_1,L9,unknown,0
1700,MistrustB_1,L10,u->v,0
1701,MistrustB_1,L10,v->u,2
1702,MistrustB_1,L10,undirected,0
1703,MistrustB_1,L10,none,152
1704,MistrustB_1,L10,unknown,0
1705,MistrustB_2,MistrustB_3,u->v,5
1706,MistrustB_2,MistrustB_3,v->u,7
1707,MistrustB_2,MistrustB_3,undirected,0
1708,MistrustB_2,MistrustB_3,none,142
1709,MistrustB_2,MistrustB_3,unknown,0
1710,MistrustB_2,MistrustB_4,u->v,2
1711,MistrustB_2,MistrustB_4,v->u,2
1712,MistrustB_2,MistrustB_4,undirected,0
1713,MistrustB_2,MistrustB_4,none,150
1714,MistrustB_2,MistrustB_4,unknown,0
1715,MistrustB_2,MistrustB_5,u->v,2
1716,MistrustB_2,MistrustB_5,v->u,16
1717,MistrustB_2,MistrustB_5,undirected,0
1718,MistrustB_2,MistrustB_5,none,136
1719,MistrustB_2,MistrustB_5,unknown,0
1720,MistrustB_2,MistrustB_6,u->v,2
1721,MistrustB_2,MistrustB_6,v->u,4
1722,MistrustB_2,MistrustB_6,undirected,0
1723,MistrustB_2,MistrustB_6,none,148
1724,MistrustB_2,MistrustB_6,unknown,0
1725,MistrustB_2,MistrustB_7,u->v,3
1726,MistrustB_2,MistrustB_7,v->u,2
1727,MistrustB_2,MistrustB_7,undirected,0
1728,MistrustB_2,MistrustB_7,none,149
1729,MistrustB_2,MistrustB_7,unknown,0
1730,MistrustB_2,MistrustB_8,u->v,2
1731,MistrustB_2,MistrustB_8,v->u,26
1732,MistrustB_2,MistrustB_8,undirected,2
1733,MistrustB_2,MistrustB_8,none,124
1734,MistrustB_2,MistrustB_8,unknown,0
1735,MistrustB_2,MistrustB_9,u->v,3
1736,MistrustB_2,MistrustB_9,v->u,9
1737,MistrustB_2,MistrustB_9,undirected,0
1738,MistrustB_2,MistrustB_9,none,142
1739,MistrustB_2,MistrustB_9,unknown,0
1740,MistrustB_2,MistrustB_10,u->v,4
1741,MistrustB_2,MistrustB_10,v->u,4
1742,MistrustB_2,MistrustB_10,undirected,1
1743,MistrustB_2,MistrustB_10,none,145
1744,MistrustB_2,MistrustB_10,unknown,0
1745,MistrustB_2,Sleep_1,u->v,1
1746,MistrustB_2,Sleep_1,v->u,2
1747,MistrustB_2,Sleep_1,undirected,0
1748,MistrustB_2,Sleep_1,none,151
1749,MistrustB_2,Sleep_1,unknown,0
1750,MistrustB_2,Sleep_2,u->v,0
1751,MistrustB_2,Sleep_2,v->u,2
1752,MistrustB_2,Sleep_2,undirected,0
1753,MistrustB_2,Sleep_2,none,152
1754,MistrustB_2,Sleep_2,unknown,0
1755,MistrustB_2,Sleep_3,u->v,3
1756,MistrustB_2,Sleep_3,v->u,1
1757,MistrustB_2,Sleep_3,undirected,0
1758,MistrustB_2,Sleep_3,none,150
1759,MistrustB_2,Sleep_3,unknown,0
1760,MistrustB_2,Sleep_4,u->v,2
1761,MistrustB_2,Sleep_4,v->u,1
1762,MistrustB_2,Sleep_4,undirected,0
1763,MistrustB_2,Sleep_4,none,151
1764,MistrustB_2,Sleep_4,unknown,0
1765,MistrustB_2,Sleep_5,u->v,2
1766,MistrustB_2,Sleep_5,v->u,3
1767,MistrustB_2,Sleep_5,undirected,0
1768,MistrustB_2,Sleep_5,none,149
1769,MistrustB_2,Sleep_5,unknown,0
1770,MistrustB_2,Sleep_6,u->v,2
1771,MistrustB_2,Sleep_6,v->u,1
1772,MistrustB_2,Sleep_6,undirected,0
1773,MistrustB_2,Sleep_6,none,151
1774,MistrustB_2,Sleep_6,unknown,0
1775,MistrustB_2,Sleep_7,u->v,4
1776,MistrustB_2,Sleep_7,v->u,3
1777,MistrustB_2,Sleep_7,undirected,1
1778,MistrustB_2,Sleep_7,none,146
1779,MistrustB_2,Sleep_7,unknown,0
1780,MistrustB_2,L1,u->v,0
1781,MistrustB_2,L1,v->u,8
1782,MistrustB_2,L1,undirected,1
1783,MistrustB_2,L1,none,145
1784,MistrustB_2,L1,unknown,0
1785,MistrustB_2,L2,u->v,1
1786,MistrustB_2,L2,v->u,6
1787,MistrustB_2,L2,undirected,0
1788,MistrustB_2,L2,none,147
1789,MistrustB_2,L2,unknown,0
1790,MistrustB_2,L3,u->v,0
1791,MistrustB_2,L3,v->u,90
1792,MistrustB_2,L3,undirected,1
1793,MistrustB_2,L3,none,63
1794,MistrustB_2,L3,unknown,0
1795,MistrustB_2,L4,u->v,0
1796,MistrustB_2,L4,v->u,1
1797,MistrustB_2,L4,undirected,0
1798,MistrustB_2,L4,none,153
1799,MistrustB_2,L4,unknown,0
1800,MistrustB_2,L5,u->v,0
1801,MistrustB_2,L5,v->u,1
1802,MistrustB_2,L5,undirected,0
1803,MistrustB_2,L5,none,153
1804,MistrustB_2,L5,unknown,0
1805,MistrustB_2,L6,u->v,0
1806,MistrustB_2,L6,v->u,15
1807,MistrustB_2,L6,undirected,0
1808,MistrustB_2,L6,none,139
1809,MistrustB_2,L6,unknown,0
1810,MistrustB_2,L7,u->v,0
1811,MistrustB_2,L7,v->u,46
1812,MistrustB_2,L7,undirected,0
1813,MistrustB_2,L7,none,108
1814,MistrustB_2,L7,unknown,0
1815,MistrustB_2,L8,u->v,1
1816,MistrustB_2,L8,v->u,2
1817,MistrustB_2,L8,undirected,0
1818,MistrustB_2,L8,none,151
1819,MistrustB_2,L8,unknown,0
1820,MistrustB_2,L9,u->v,0
1821,MistrustB_2,L9,v->u,7
1822,MistrustB_2,L9,undirected,0
1823,MistrustB_2,L9,none,147
1824,MistrustB_2,L9,unknown,0
1825,MistrustB_2,L10,u->v,0
1826,MistrustB_2,L10,v->u,4
1827,MistrustB_2,L10,undirected,0
1828,MistrustB_2,L10,none,150
1829,MistrustB_2,L10,unknown,0
1830,MistrustB_3,MistrustB_4,u->v,7
1831,MistrustB_3,MistrustB_4,v->u,2
1832,MistrustB_3,MistrustB_4,undirected,0
1833,MistrustB_3,MistrustB_4,none,145
1834,MistrustB_3,MistrustB_4,unknown,0
1835,MistrustB_3,MistrustB_5,u->v,9
1836,MistrustB_3,MistrustB_5,v->u,4
1837,MistrustB_3,MistrustB_5,undirected,0
1838,MistrustB_3,MistrustB_5,none,141
1839,MistrustB_3,MistrustB_5,unknown,0
1840,MistrustB_3,MistrustB_6,u->v,19
1841,MistrustB_3,MistrustB_6,v->u,5
1842,MistrustB_3,MistrustB_6,undirected,0
1843,MistrustB_3,MistrustB_6,none,130
1844,MistrustB_3,MistrustB_6,unknown,0
1845,MistrustB_3,MistrustB_7,u->v,20
1846,MistrustB_3,MistrustB_7,v->u,13
1847,MistrustB_3,MistrustB_7,undirected,0
1848,MistrustB_3,MistrustB_7,none,121
1849,MistrustB_3,MistrustB_7,unknown,0
1850,MistrustB_3,MistrustB_8,u->v,11
1851,MistrustB_3,MistrustB_8,v->u,1
1852,MistrustB_3,MistrustB_8,undirected,1
1853,MistrustB_3,MistrustB_8,none,141
1854,MistrustB_3,MistrustB_8,unknown,0
1855,MistrustB_3,MistrustB_9,u->v,16
1856,MistrustB_3,MistrustB_9,v->u,10
1857,MistrustB_3,MistrustB_9,undirected,0
1858,MistrustB_3,MistrustB_9,none,128
1859,MistrustB_3,MistrustB_9,unknown,0
1860,MistrustB_3,MistrustB_10,u->v,24
1861,MistrustB_3,MistrustB_10,v->u,9
1862,MistrustB_3,MistrustB_10,undirected,0
1863,MistrustB_3,MistrustB_10,none,121
1864,MistrustB_3,MistrustB_10,unknown,0
1865,MistrustB_3,Sleep_1,u->v,1
1866,MistrustB_3,Sleep_1,v->u,1
1867,MistrustB_3,Sleep_1,undirected,0
1868,MistrustB_3,Sleep_1,none,152
1869,MistrustB_3,Sleep_1,unknown,0
1870,MistrustB_3,Sleep_2,u->v,2
1871,MistrustB_3,Sleep_2,v->u,1
1872,MistrustB_3,Sleep_2,undirected,0
1873,MistrustB_3,Sleep_2,none,151
1874,MistrustB_3,Sleep_2,unknown,0
1875,MistrustB_3,Sleep_3,u->v,1
1876,MistrustB_3,Sleep_3,v->u,2
1877,MistrustB_3,Sleep_3,undirected,0
1878,MistrustB_3,Sleep_3,none,151
1879,MistrustB_3,Sleep_3,unknown,0
1880,MistrustB_3,Sleep_4,u->v,0
1881,MistrustB_3,Sleep_4,v->u,3
1882,MistrustB_3,Sleep_4,undirected,1
1883,MistrustB_3,Sleep_4,none,150
1884,MistrustB_3,Sleep_4,unknown,0
1885,MistrustB_3,Sleep_5,u->v,0
1886,MistrustB_3,Sleep_5,v->u,3
1887,MistrustB_3,Sleep_5,undirected,0
1888,MistrustB_3,Sleep_5,none,151
1889,MistrustB_3,Sleep_5,unknown,0
1890,MistrustB_3,Sleep_6,u->v,1
1891,MistrustB_3,Sleep_6,v->u,3
1892,MistrustB_3,Sleep_6,undirected,2
1893,MistrustB_3,Sleep_6,none,148
1894,MistrustB_3,Sleep_6,unknown,0
1895,MistrustB_3,Sleep_7,u->v,1
1896,MistrustB_3,Sleep_7,v->u,2
1897,MistrustB_3,Sleep_7,undirected,0
1898,MistrustB_3,Sleep_7,none,151
1899,MistrustB_3,Sleep_7,unknown,0
1900,MistrustB_3,L1,u->v,3
1901,MistrustB_3,L1,v->u,12
1902,MistrustB_3,L1,undirected,0
1903,MistrustB_3,L1,none,139
1904,MistrustB_3,L1,unknown,0
1905,MistrustB_3,L2,u->v,0
1906,MistrustB_3,L2,v->u,7
1907,MistrustB_3,L2,undirected,0
1908,MistrustB_3,L2,none,147
1909,MistrustB_3,L2,unknown,0
1910,MistrustB_3,L3,u->v,2
1911,MistrustB_3,L3,v->u,83
1912,MistrustB_3,L3,undirected,0
1913,MistrustB_3,L3,none,69
1914,MistrustB_3,L3,unknown,0
1915,MistrustB_3,L4,u->v,1
1916,MistrustB_3,L4,v->u,6
1917,MistrustB_3,L4,undirected,1
1918,MistrustB_3,L4,none,146
1919,MistrustB_3,L4,unknown,0
1920,MistrustB_3,L5,u->v,0
1921,MistrustB_3,L5,v->u,4
1922,MistrustB_3,L5,undirected,1
1923,MistrustB_3,L5,none,149
1924,MistrustB_3,L5,unknown,0
1925,MistrustB_3,L6,u->v,2
1926,MistrustB_3,L6,v->u,10
1927,MistrustB_3,L6,undirected,0
1928,MistrustB_3,L6,none,142
1929,MistrustB_3,L6,unknown,0
1930,MistrustB_3,L7,u->v,2
1931,MistrustB_3,L7,v->u,49
1932,MistrustB_3,L7,undirected,0
1933,MistrustB_3,L7,none,103
1934,MistrustB_3,L7,unknown,0
1935,MistrustB_3,L8,u->v,1
1936,MistrustB_3,L8,v->u,2
1937,MistrustB_3,L8,undirected,0
1938,MistrustB_3,L8,none,151
1939,MistrustB_3,L8,unknown,0
1940,MistrustB_3,L9,u->v,0
1941,MistrustB_3,L9,v->u,9
1942,MistrustB_3,L9,undirected,0
1943,MistrustB_3,L9,none,145
1944,MistrustB_3,L9,unknown,0
1945,MistrustB_3,L10,u->v,1
1946,MistrustB_3,L10,v->u,4
1947,MistrustB_3,L10,undirected,0
1948,MistrustB_3,L10,none,149
1949,MistrustB_3,L10,unknown,0
1950,MistrustB_4,MistrustB_5,u->v,3
1951,MistrustB_4,MistrustB_5,v->u,16
1952,MistrustB_4,MistrustB_5,undirected,1
1953,MistrustB_4,MistrustB_5,none,134
1954,MistrustB_4,MistrustB_5,unknown,0
1955,MistrustB_4,MistrustB_6,u->v,2
1956,MistrustB_4,MistrustB_6,v->u,5
1957,MistrustB_4,MistrustB_6,undirected,0
1958,MistrustB_4,MistrustB_6,none,147
1959,MistrustB_4,MistrustB_6,unknown,0
1960,MistrustB_4,MistrustB_7,u->v,2
1961,MistrustB_4,MistrustB_7,v->u,2
1962,MistrustB_4,MistrustB_7,undirected,0
1963,MistrustB_4,MistrustB_7,none,150
1964,MistrustB_4,MistrustB_7,unknown,0
1965,MistrustB_4,MistrustB_8,u->v,2
1966,MistrustB_4,MistrustB_8,v->u,26
1967,MistrustB_4,MistrustB_8,undirected,0
1968,MistrustB_4,MistrustB_8,none,126
1969,MistrustB_4,MistrustB_8,unknown,0
1970,MistrustB_4,MistrustB_9,u->v,3
1971,MistrustB_4,MistrustB_9,v->u,13
1972,MistrustB_4,MistrustB_9,undirected,1
1973,MistrustB_4,MistrustB_9,none,137
1974,MistrustB_4,MistrustB_9,unknown,0
1975,MistrustB_4,MistrustB_10,u->v,2
1976,MistrustB_4,MistrustB_10,v->u,4
1977,MistrustB_4,MistrustB_10,undirected,2
1978,MistrustB_4,MistrustB_10,none,146
1979,MistrustB_4,MistrustB_10,unknown,0
1980,MistrustB_4,Sleep_1,u->v,0
1981,MistrustB_4,Sleep_1,v->u,3
1982,MistrustB_4,Sleep_1,undirected,1
1983,MistrustB_4,Sleep_1,none,150
1984,MistrustB_4,Sleep_1,unknown,0
1985,MistrustB_4,Sleep_2,u->v,0
1986,MistrustB_4,Sleep_2,v->u,1
1987,MistrustB_4,Sleep_2,undirected,1
1988,MistrustB_4,Sleep_2,none,152
1989,MistrustB_4,Sleep_2,unknown,0
1990,MistrustB_4,Sleep_3,u->v,0
1991,MistrustB_4,Sleep_3,v->u,0
1992,MistrustB_4,Sleep_3,undirected,0
1993,MistrustB_4,Sleep_3,none,154
1994,MistrustB_4,Sleep_3,unknown,0
1995,MistrustB_4,Sleep_4,u->v,0
1996,MistrustB_4,Sleep_4,v->u,2
1997,MistrustB_4,Sleep_4,undirected,0
1998,MistrustB_4,Sleep_4,none,152
1999,MistrustB_4,Sleep_4,unknown,0
2000,MistrustB_4,Sleep_5,u->v,1
2001,MistrustB_4,Sleep_5,v->u,3
2002,MistrustB_4,Sleep_5,undirected,0
2003,MistrustB_4,Sleep_5,none,150
2004,MistrustB_4,Sleep_5,unknown,0
2005,MistrustB_4,Sleep_6,u->v,1
2006,MistrustB_4,Sleep_6,v->u,1
2007,MistrustB_4,Sleep_6,undirected,0
2008,MistrustB_4,Sleep_6,none,152
2009,MistrustB_4,Sleep_6,unknown,0
2010,MistrustB_4,Sleep_7,u->v,0
2011,MistrustB_4,Sleep_7,v->u,2
2012,MistrustB_4,Sleep_7,undirected,0
2013,MistrustB_4,Sleep_7,none,152
2014,MistrustB_4,Sleep_7,unknown,0
2015,MistrustB_4,L1,u->v,0
2016,MistrustB_4,L1,v->u,7
2017,MistrustB_4,L1,undirected,1
2018,MistrustB_4,L1,none,146
2019,MistrustB_4,L1,unknown,0
2020,MistrustB_4,L2,u->v,0
2021,MistrustB_4,L2,v->u,6
2022,MistrustB_4,L2,undirected,0
2023,MistrustB_4,L2,none,148
2024,MistrustB_4,L2,unknown,0
2025,MistrustB_4,L3,u->v,0
2026,MistrustB_4,L3,v->u,96
2027,MistrustB_4,L3,undirected,2
2028,MistrustB_4,L3,none,56
2029,MistrustB_4,L3,unknown,0
2030,MistrustB_4,L4,u->v,0
2031,MistrustB_4,L4,v->u,4
2032,MistrustB_4,L4,undirected,0
2033,MistrustB_4,L4,none,150
2034,MistrustB_4,L4,unknown,0
2035,MistrustB_4,L5,u->v,0
2036,MistrustB_4,L5,v->u,0
2037,MistrustB_4,L5,undirected,0
2038,MistrustB_4,L5,none,154
2039,MistrustB_4,L5,unknown,0
2040,MistrustB_4,L6,u->v,0
2041,MistrustB_4,L6,v->u,5
2042,MistrustB_4,L6,undirected,0
2043,MistrustB_4,L6,none,149
2044,MistrustB_4,L6,unknown,0
2045,MistrustB_4,L7,u->v,0
2046,MistrustB_4,L7,v->u,52
2047,MistrustB_4,L7,undirected,1
2048,MistrustB_4,L7,none,101
