Scenario,Method,Sample_Size,Run_ID,F1 Score,SHD
Simple_Case_Tree,RLCD,2000,3,0.8,5
Simple_Case_Tree,LaHME,2000,3,0.4166666666666667,14
Tree_Case_Flexible,RLCD,2000,3,1,0
Tree_Case_Flexible,LaHME,2000,3,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,2000,3,0.7647058823529411,8
Latent_Hierarchical_Structure,LaHME,2000,3,0.2,24
LLCM_Flexible,RLCD,2000,3,0.5853658536585366,21
LLCM_Flexible,LaHME,2000,3,0.3870967741935483,24
Measured1,RLCD,5000,3,0.7692307692307693,6
Measured1,LaHME,5000,3,0,29
Measured2,RLCD,5000,3,0.41666666666666663,16
Measured2,LaHME,5000,3,0,26
Simple_Case_Tree,RLCD,5000,3,0.8,5
Simple_Case_Tree,LaHME,5000,3,0.4166666666666667,14
Tree_Case_Flexible,RLCD,5000,3,1,0
Tree_Case_Flexible,LaHME,5000,3,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,5000,3,0.7647058823529411,8
Latent_Hierarchical_Structure,LaHME,5000,3,0.2,24
LLCM_Flexible,RLCD,5000,3,0.5853658536585366,21
LLCM_Flexible,LaHME,5000,3,0.5142857142857143,24
Measured1,RLCD,10000,3,0.7692307692307693,6
Measured2,RLCD,10000,3,0.41666666666666663,16
Measured2,LaHME,10000,3,0,28
Simple_Case_Tree,RLCD,10000,3,0.8,5
Simple_Case_Tree,LaHME,10000,3,0.4166666666666667,14
Tree_Case_Flexible,RLCD,10000,3,1,0
Tree_Case_Flexible,LaHME,10000,3,0.5625000000000001,14
Latent_Hierarchical_Structure,RLCD,10000,3,0.7878787878787877,11
Latent_Hierarchical_Structure,LaHME,10000,3,0.2,24
LLCM_Flexible,RLCD,10000,3,0.5365853658536585,21
LLCM_Flexible,LaHME,10000,3,0.4736842105263158,27
Measured1,RLCD,2000,4,0.7692307692307693,6
Measured1,LaHME,2000,4,0,28
Measured2,RLCD,2000,4,0.41666666666666663,16
Measured2,LaHME,2000,4,0,27
Simple_Case_Tree,RLCD,2000,4,0.8,5
Simple_Case_Tree,LaHME,2000,4,0.4166666666666667,14
Tree_Case_Flexible,RLCD,2000,4,1,0
Tree_Case_Flexible,LaHME,2000,4,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,2000,4,0.5,16
Latent_Hierarchical_Structure,LaHME,2000,4,0.2,24
LLCM_Flexible,RLCD,2000,4,0.7,16
LLCM_Flexible,LaHME,2000,4,0.48648648648648646,26
Measured1,RLCD,5000,4,0.7692307692307693,6
Measured1,LaHME,5000,4,0,29
Measured2,RLCD,5000,4,0.41666666666666663,16
Measured2,LaHME,5000,4,0,27
Simple_Case_Tree,RLCD,5000,4,0.8,5
Simple_Case_Tree,LaHME,5000,4,0.4166666666666667,14
Tree_Case_Flexible,RLCD,5000,4,1,0
Tree_Case_Flexible,LaHME,5000,4,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,5000,4,0.7878787878787877,7
Latent_Hierarchical_Structure,LaHME,5000,4,0.2,24
LLCM_Flexible,RLCD,5000,4,0.5853658536585366,21
LLCM_Flexible,LaHME,5000,4,0.5,25
Measured1,RLCD,10000,4,0.7692307692307693,6
Measured1,LaHME,10000,4,0.06451612903225808,29
Measured2,RLCD,10000,4,0.41666666666666663,16
Measured2,LaHME,10000,4,0,28
Simple_Case_Tree,RLCD,10000,4,0.8,5
Simple_Case_Tree,LaHME,10000,4,0.4166666666666667,14
Tree_Case_Flexible,RLCD,10000,4,1,0
Tree_Case_Flexible,LaHME,10000,4,0.5161290322580646,15
Latent_Hierarchical_Structure,RLCD,10000,4,0.7878787878787877,7
Latent_Hierarchical_Structure,LaHME,10000,4,0.7272727272727272,9
LLCM_Flexible,RLCD,10000,4,0.7317073170731706,17
LLCM_Flexible,LaHME,10000,4,0.35714285714285715,23
Measured1,RLCD,2000,5,0.30588235294117644,66
Measured1,LaHME,2000,5,0,28
Measured2,RLCD,2000,5,0.41666666666666663,16
Measured2,LaHME,2000,5,0,25
Simple_Case_Tree,RLCD,2000,5,0.8,5
Simple_Case_Tree,LaHME,2000,5,0.4166666666666667,14
Tree_Case_Flexible,RLCD,2000,5,1,0
Tree_Case_Flexible,LaHME,2000,5,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,2000,5,0.6250000000000001,12
Latent_Hierarchical_Structure,LaHME,2000,5,0.2,24
LLCM_Flexible,RLCD,2000,5,0.3902439024390244,29
LLCM_Flexible,LaHME,2000,5,0.4666666666666667,22
Measured1,RLCD,5000,5,0.7692307692307693,6
Measured1,LaHME,5000,5,0.06451612903225808,29
Measured2,RLCD,5000,5,0.41666666666666663,16
Measured2,LaHME,5000,5,0,27
Simple_Case_Tree,RLCD,5000,5,0.8,5
Simple_Case_Tree,LaHME,5000,5,0.4166666666666667,14
Tree_Case_Flexible,RLCD,5000,5,1,0
Tree_Case_Flexible,LaHME,5000,5,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,5000,5,0.9411764705882352,2
Latent_Hierarchical_Structure,LaHME,5000,5,0.2,24
LLCM_Flexible,RLCD,5000,5,0.7317073170731706,17
LLCM_Flexible,LaHME,5000,5,0.24,22
Measured1,RLCD,10000,5,0.7692307692307693,6
Measured1,LaHME,10000,5,0.06666666666666667,28
Measured2,RLCD,10000,5,0.41666666666666663,16
Measured2,LaHME,10000,5,0,28
Simple_Case_Tree,RLCD,10000,5,0.8,5
Simple_Case_Tree,LaHME,10000,5,0.4166666666666667,14
Tree_Case_Flexible,RLCD,10000,5,0.9285714285714286,2
Tree_Case_Flexible,LaHME,10000,5,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,10000,5,0.7878787878787877,7
Latent_Hierarchical_Structure,LaHME,10000,5,0.2,24
LLCM_Flexible,RLCD,10000,5,0.5853658536585366,21
Measured1,RLCD,2000,6,0.7692307692307693,6
Measured1,LaHME,2000,6,0,28
Measured2,RLCD,2000,6,0.41666666666666663,16
Measured2,LaHME,2000,6,0,26
Simple_Case_Tree,RLCD,2000,6,0.8,5
Simple_Case_Tree,LaHME,2000,6,0.4166666666666667,14
Tree_Case_Flexible,RLCD,2000,6,1,0
Tree_Case_Flexible,LaHME,2000,6,0.35714285714285715,18
Latent_Hierarchical_Structure,RLCD,2000,6,0.823529411764706,15
Latent_Hierarchical_Structure,LaHME,2000,6,0.2,24
LLCM_Flexible,RLCD,2000,6,0.4390243902439024,26
LLCM_Flexible,LaHME,2000,6,0.5,25
Measured1,RLCD,5000,6,0.7692307692307693,6
Measured1,LaHME,5000,6,0,31
Measured2,RLCD,5000,6,0.41666666666666663,16
Measured2,LaHME,5000,6,0,26
Simple_Case_Tree,RLCD,5000,6,0.8,5
Simple_Case_Tree,LaHME,5000,6,0.4166666666666667,14
Tree_Case_Flexible,RLCD,5000,6,1,0
Tree_Case_Flexible,LaHME,5000,6,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,5000,6,0.7272727272727272,9
LLCM_Flexible,RLCD,5000,6,0.7317073170731706,17
Measured1,RLCD,10000,6,0.7692307692307693,6
Measured1,LaHME,10000,6,0,28
Measured2,RLCD,10000,6,0.41666666666666663,16
Measured2,LaHME,10000,6,0,28
Simple_Case_Tree,RLCD,10000,6,0.8,5
Simple_Case_Tree,LaHME,10000,6,0.4166666666666667,14
Tree_Case_Flexible,RLCD,10000,6,1,0
Tree_Case_Flexible,LaHME,10000,6,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,10000,6,0.7272727272727272,9
Latent_Hierarchical_Structure,LaHME,10000,6,0.5333333333333333,14
LLCM_Flexible,RLCD,10000,6,0.5365853658536585,21
LLCM_Flexible,LaHME,10000,6,0.35714285714285715,23
Measured1,RLCD,2000,7,0.7692307692307693,6
Measured1,LaHME,2000,7,0,28
Measured2,RLCD,2000,7,0.41666666666666663,16
Measured2,LaHME,2000,7,0,23
Simple_Case_Tree,RLCD,2000,7,0.8,5
Simple_Case_Tree,LaHME,2000,7,0.4166666666666667,14
Tree_Case_Flexible,RLCD,2000,7,0.6666666666666666,9
Tree_Case_Flexible,LaHME,2000,7,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,2000,7,0.4705882352941176,18
Latent_Hierarchical_Structure,LaHME,2000,7,0.6666666666666666,11
LLCM_Flexible,RLCD,2000,7,0.5853658536585366,21
LLCM_Flexible,LaHME,2000,7,0.4571428571428572,26
Measured1,RLCD,5000,7,0.7692307692307693,6
Measured1,LaHME,5000,7,0,29
Measured2,RLCD,5000,7,0.41666666666666663,16
Measured2,LaHME,5000,7,0,23
Simple_Case_Tree,RLCD,5000,7,0.8,5
Simple_Case_Tree,LaHME,5000,7,0.4166666666666667,14
Tree_Case_Flexible,RLCD,5000,7,0.7407407407407408,7
Tree_Case_Flexible,LaHME,5000,7,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,5000,7,0.7647058823529411,12
LLCM_Flexible,RLCD,5000,7,0.5853658536585366,21
LLCM_Flexible,LaHME,5000,7,0.5,25
Measured1,RLCD,10000,7,0.7692307692307693,6
Measured1,LaHME,10000,7,0.08333333333333334,22
Measured2,RLCD,10000,7,0.41666666666666663,16
Measured2,LaHME,10000,7,0,26
Simple_Case_Tree,RLCD,10000,7,0.8,5
Simple_Case_Tree,LaHME,10000,7,0.4166666666666667,14
Tree_Case_Flexible,RLCD,10000,7,1,0
Tree_Case_Flexible,LaHME,10000,7,0.4666666666666667,16
Latent_Hierarchical_Structure,RLCD,10000,7,0.7272727272727272,9
LLCM_Flexible,RLCD,10000,7,0.5853658536585366,21
LLCM_Flexible,LaHME,10000,7,0.5142857142857143,24
Measured1,RLCD,2000,8,0.7692307692307693,6
Measured1,LaHME,2000,8,0,28
Measured2,RLCD,2000,8,0.6086956521739131,11
Measured2,LaHME,2000,8,0,26
Simple_Case_Tree,RLCD,2000,8,0.4166666666666667,14
Simple_Case_Tree,LaHME,2000,8,0.4166666666666667,14
Tree_Case_Flexible,RLCD,2000,8,0.7407407407407408,7
Tree_Case_Flexible,LaHME,2000,8,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,2000,8,0.5625000000000001,14
Latent_Hierarchical_Structure,LaHME,2000,8,0.2,24
LLCM_Flexible,RLCD,2000,8,0.5128205128205129,22
Measured1,RLCD,5000,8,0.7692307692307693,6
Measured1,LaHME,5000,8,0,28
Measured2,RLCD,5000,8,0.6086956521739131,11
Measured2,LaHME,5000,8,0,25
Simple_Case_Tree,RLCD,5000,8,0.8,5
Simple_Case_Tree,LaHME,5000,8,0.4166666666666667,14
Tree_Case_Flexible,RLCD,5000,8,1,0
Tree_Case_Flexible,LaHME,5000,8,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,5000,8,0.8823529411764706,4
Latent_Hierarchical_Structure,LaHME,5000,8,0.3225806451612903,21
LLCM_Flexible,RLCD,5000,8,0.5853658536585366,21
Measured1,RLCD,10000,8,0.7692307692307693,6
Measured1,LaHME,10000,8,0.06451612903225808,29
Measured2,RLCD,10000,8,0.6086956521739131,11
Measured2,LaHME,10000,8,0,28
Simple_Case_Tree,RLCD,10000,8,0.8,5
Simple_Case_Tree,LaHME,10000,8,0.4166666666666667,14
Tree_Case_Flexible,RLCD,10000,8,0.7407407407407408,7
Tree_Case_Flexible,LaHME,10000,8,0.5625000000000001,14
Latent_Hierarchical_Structure,RLCD,10000,8,0.8823529411764706,4
Latent_Hierarchical_Structure,LaHME,10000,8,0.3225806451612903,21
LLCM_Flexible,RLCD,10000,8,0.5853658536585366,21
LLCM_Flexible,LaHME,10000,8,0.3870967741935483,24
Measured1,RLCD,2000,9,0.7692307692307693,6
Measured1,LaHME,2000,9,0,28
Measured2,RLCD,2000,9,0.41666666666666663,16
Measured2,LaHME,2000,9,0,26
Simple_Case_Tree,RLCD,2000,9,0.8,5
Simple_Case_Tree,LaHME,2000,9,0.4166666666666667,14
Tree_Case_Flexible,RLCD,2000,9,1,0
Tree_Case_Flexible,LaHME,2000,9,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,2000,9,0.7222222222222222,15
Latent_Hierarchical_Structure,LaHME,2000,9,0.7647058823529411,8
LLCM_Flexible,RLCD,2000,9,0.6,18
LLCM_Flexible,LaHME,2000,9,0.4324324324324324,27
Measured1,RLCD,5000,9,0.7692307692307693,6
Measured1,LaHME,5000,9,0.07142857142857144,26
Measured2,RLCD,5000,9,0.41666666666666663,16
Measured2,LaHME,5000,9,0,27
Simple_Case_Tree,RLCD,5000,9,0.8,5
Simple_Case_Tree,LaHME,5000,9,0.4166666666666667,14
Tree_Case_Flexible,RLCD,5000,9,1,0
Tree_Case_Flexible,LaHME,5000,9,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,5000,9,0.7272727272727272,9
Latent_Hierarchical_Structure,LaHME,5000,9,0.6250000000000001,12
LLCM_Flexible,RLCD,5000,9,0.6,18
LLCM_Flexible,LaHME,5000,9,0.3636363636363637,26
Measured1,RLCD,10000,9,0.7407407407407408,9
Measured1,LaHME,10000,9,0.06896551724137931,27
Measured2,RLCD,10000,9,0.41666666666666663,16
Measured2,LaHME,10000,9,0,29
Simple_Case_Tree,RLCD,10000,9,0.8,5
Simple_Case_Tree,LaHME,10000,9,0.4166666666666667,14
Tree_Case_Flexible,RLCD,10000,9,1,0
Tree_Case_Flexible,LaHME,10000,9,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,10000,9,0.7272727272727272,9
LLCM_Flexible,RLCD,10000,9,0.7317073170731706,17
LLCM_Flexible,LaHME,10000,9,0.4285714285714285,21
Measured1,RLCD,2000,10,0.7692307692307693,6
Measured1,LaHME,2000,10,0,27
Measured2,RLCD,2000,10,0.41666666666666663,16
Measured2,LaHME,2000,10,0,23
Simple_Case_Tree,RLCD,2000,10,0.8,5
Simple_Case_Tree,LaHME,2000,10,0.4166666666666667,14
Tree_Case_Flexible,RLCD,2000,10,1,0
Tree_Case_Flexible,LaHME,2000,10,0.4827586206896552,15
Latent_Hierarchical_Structure,RLCD,2000,10,0.6857142857142857,23
Latent_Hierarchical_Structure,LaHME,2000,10,0.2,24
LLCM_Flexible,RLCD,2000,10,0.3414634146341463,31
LLCM_Flexible,LaHME,2000,10,0.4848484848484849,25
Measured1,RLCD,5000,10,0.7692307692307693,6
Measured1,LaHME,5000,10,0.06896551724137931,27
Measured2,RLCD,5000,10,0.41666666666666663,16
Measured2,LaHME,5000,10,0,25
Simple_Case_Tree,RLCD,5000,10,0.8,5
Simple_Case_Tree,LaHME,5000,10,0.4166666666666667,14
Tree_Case_Flexible,RLCD,5000,10,1,0
Tree_Case_Flexible,LaHME,5000,10,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,5000,10,0.6857142857142857,23
Latent_Hierarchical_Structure,LaHME,5000,10,0.75,8
LLCM_Flexible,RLCD,5000,10,0.3414634146341463,30
LLCM_Flexible,LaHME,5000,10,0.5142857142857143,24
Measured1,RLCD,10000,10,0.7692307692307693,6
Measured1,LaHME,10000,10,0.06896551724137931,27
Measured2,RLCD,10000,10,0.41666666666666663,16
Measured2,LaHME,10000,10,0,26
Simple_Case_Tree,RLCD,10000,10,0.8,5
Simple_Case_Tree,LaHME,10000,10,0.4166666666666667,14
Tree_Case_Flexible,RLCD,10000,10,1,0
Tree_Case_Flexible,LaHME,10000,10,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,10000,10,0.7272727272727272,9
Latent_Hierarchical_Structure,LaHME,10000,10,0.7428571428571428,9
LLCM_Flexible,RLCD,10000,10,0.6341463414634146,18
LLCM_Flexible,LaHME,10000,10,0.5142857142857143,24
Measured1,RLCD,2000,11,0.7692307692307693,6
Measured1,LaHME,2000,11,0,28
Measured2,RLCD,2000,11,0.41666666666666663,16
Measured2,LaHME,2000,11,0,25
Simple_Case_Tree,RLCD,2000,11,0.8,5
Simple_Case_Tree,LaHME,2000,11,0.4166666666666667,14
Tree_Case_Flexible,RLCD,2000,11,1,0
Tree_Case_Flexible,LaHME,2000,11,0.4827586206896552,15
Latent_Hierarchical_Structure,RLCD,2000,11,0.823529411764706,15
Latent_Hierarchical_Structure,LaHME,2000,11,0.2,24
LLCM_Flexible,RLCD,2000,11,0.35,28
LLCM_Flexible,LaHME,2000,11,0.35714285714285715,23
Measured1,RLCD,5000,11,0.7692307692307693,6
Measured1,LaHME,5000,11,0,29
Measured2,RLCD,5000,11,0.41666666666666663,16
Measured2,LaHME,5000,11,0,26
Simple_Case_Tree,RLCD,5000,11,0.8,5
Simple_Case_Tree,LaHME,5000,11,0.4166666666666667,14
Tree_Case_Flexible,RLCD,5000,11,1,0
Tree_Case_Flexible,LaHME,5000,11,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,5000,11,0.823529411764706,15
Latent_Hierarchical_Structure,LaHME,5000,11,0.2,24
LLCM_Flexible,RLCD,5000,11,0.3414634146341463,30
LLCM_Flexible,LaHME,5000,11,0.35714285714285715,23
Measured1,RLCD,10000,11,0.7692307692307693,6
Measured1,LaHME,10000,11,0,29
Measured2,RLCD,10000,11,0.41666666666666663,16
Measured2,LaHME,10000,11,0,26
Simple_Case_Tree,RLCD,10000,11,0.8,5
Simple_Case_Tree,LaHME,10000,11,0.4166666666666667,14
Tree_Case_Flexible,RLCD,10000,11,1,0
Tree_Case_Flexible,LaHME,10000,11,0.4827586206896552,15
Latent_Hierarchical_Structure,RLCD,10000,11,0.823529411764706,15
Latent_Hierarchical_Structure,LaHME,10000,11,0.5333333333333333,14
LLCM_Flexible,RLCD,10000,11,0.6341463414634146,18
LLCM_Flexible,LaHME,10000,11,0.5,25
Measured1,RLCD,2000,12,0.7692307692307693,6
Measured1,LaHME,2000,12,0,27
Measured2,RLCD,2000,12,0.41666666666666663,16
Measured2,LaHME,2000,12,0,23
Simple_Case_Tree,RLCD,2000,12,0.8,5
Simple_Case_Tree,LaHME,2000,12,0.4166666666666667,14
Tree_Case_Flexible,RLCD,2000,12,0.7407407407407408,7
Tree_Case_Flexible,LaHME,2000,12,0.5333333333333333,14
Latent_Hierarchical_Structure,RLCD,2000,12,0.823529411764706,15
Latent_Hierarchical_Structure,LaHME,2000,12,0.2,24
LLCM_Flexible,RLCD,2000,12,0.55,20
LLCM_Flexible,LaHME,2000,12,0.3636363636363637,27
Measured1,RLCD,5000,12,0.7692307692307693,6
Measured1,LaHME,5000,12,0,29
Measured2,RLCD,5000,12,0.41666666666666663,16
Measured2,LaHME,5000,12,0,28
Simple_Case_Tree,RLCD,5000,12,0.8,5
Simple_Case_Tree,LaHME,5000,12,0.4166666666666667,14
Tree_Case_Flexible,RLCD,5000,12,1,0
Tree_Case_Flexible,LaHME,5000,12,0.5333333333333333,14
Latent_Hierarchical_Structure,RLCD,5000,12,0.7647058823529411,11
Latent_Hierarchical_Structure,LaHME,5000,12,0.5333333333333333,14
LLCM_Flexible,RLCD,5000,12,0.5853658536585366,21
Measured1,RLCD,10000,12,0.7692307692307693,6
Measured1,LaHME,10000,12,0.06666666666666667,28
Measured2,RLCD,10000,12,0.41666666666666663,16
Measured2,LaHME,10000,12,0,26
Simple_Case_Tree,RLCD,10000,12,0.8,5
Simple_Case_Tree,LaHME,10000,12,0.4166666666666667,14
Tree_Case_Flexible,RLCD,10000,12,1,0
Tree_Case_Flexible,LaHME,10000,12,0.5625000000000001,14
Latent_Hierarchical_Structure,RLCD,10000,12,0.7647058823529411,11
Latent_Hierarchical_Structure,LaHME,10000,12,0.7647058823529411,8
LLCM_Flexible,RLCD,10000,12,0.5365853658536585,21
Measured1,RLCD,2000,13,0.6896551724137931,15
Measured1,LaHME,2000,13,0.06896551724137931,27
Measured2,RLCD,2000,13,0.41666666666666663,16
Measured2,LaHME,2000,13,0,23
Simple_Case_Tree,RLCD,2000,13,0.8,5
Simple_Case_Tree,LaHME,2000,13,0.4166666666666667,14
Tree_Case_Flexible,RLCD,2000,13,1,0
Tree_Case_Flexible,LaHME,2000,13,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,2000,13,0.5294117647058824,16
LLCM_Flexible,RLCD,2000,13,0.358974358974359,32
LLCM_Flexible,LaHME,2000,13,0.5142857142857143,24
Measured1,RLCD,5000,13,0.7692307692307693,6
Measured1,LaHME,5000,13,0.06666666666666667,28
Measured2,RLCD,5000,13,0.41666666666666663,16
Measured2,LaHME,5000,13,0,25
Simple_Case_Tree,RLCD,5000,13,0.8,5
Simple_Case_Tree,LaHME,5000,13,0.4166666666666667,14
Tree_Case_Flexible,RLCD,5000,13,1,0
Tree_Case_Flexible,LaHME,5000,13,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,5000,13,0.5882352941176471,14
LLCM_Flexible,RLCD,5000,13,0.4878048780487805,23
LLCM_Flexible,LaHME,5000,13,0.4117647058823529,25
Measured1,RLCD,10000,13,0.7692307692307693,6
Measured1,LaHME,10000,13,0.06666666666666667,28
Measured2,RLCD,10000,13,0.41666666666666663,16
Measured2,LaHME,10000,13,0,26
Simple_Case_Tree,RLCD,10000,13,0.8,5
Simple_Case_Tree,LaHME,10000,13,0.4166666666666667,14
Tree_Case_Flexible,RLCD,10000,13,1,0
Tree_Case_Flexible,LaHME,10000,13,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,10000,13,0.5,16
LLCM_Flexible,RLCD,10000,13,0.7317073170731706,17
LLCM_Flexible,LaHME,10000,13,0.5,25
Measured1,RLCD,2000,14,0.7692307692307693,6
Measured1,LaHME,2000,14,0,28
Measured2,RLCD,2000,14,0.34782608695652173,17
Measured2,LaHME,2000,14,0,27
Simple_Case_Tree,RLCD,2000,14,0.8,5
Simple_Case_Tree,LaHME,2000,14,0.4166666666666667,14
Tree_Case_Flexible,RLCD,2000,14,0.5384615384615384,12
Tree_Case_Flexible,LaHME,2000,14,0.5185185185185186,13
Latent_Hierarchical_Structure,RLCD,2000,14,0.6285714285714287,21
Latent_Hierarchical_Structure,LaHME,2000,14,0.7647058823529411,8
LLCM_Flexible,RLCD,2000,14,0.3,29
Measured1,RLCD,5000,14,0.7692307692307693,6
Measured1,LaHME,5000,14,0,29
Measured2,RLCD,5000,14,0.6086956521739131,11
Measured2,LaHME,5000,14,0,27
Simple_Case_Tree,RLCD,5000,14,0.8,5
Simple_Case_Tree,LaHME,5000,14,0.4166666666666667,14
Tree_Case_Flexible,RLCD,5000,14,0.5384615384615384,12
Tree_Case_Flexible,LaHME,5000,14,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,5000,14,0.7272727272727272,9
Latent_Hierarchical_Structure,LaHME,5000,14,0.6250000000000001,12
LLCM_Flexible,RLCD,5000,14,0.4390243902439024,24
LLCM_Flexible,LaHME,5000,14,0.4666666666666667,23
Measured1,RLCD,10000,14,0.7692307692307693,6
Measured1,LaHME,10000,14,0,29
Measured2,RLCD,10000,14,0.34782608695652173,17
Measured2,LaHME,10000,14,0,26
Simple_Case_Tree,RLCD,10000,14,0.8,5
Simple_Case_Tree,LaHME,10000,14,0.4166666666666667,14
Tree_Case_Flexible,RLCD,10000,14,0.9285714285714286,2
Tree_Case_Flexible,LaHME,10000,14,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,10000,14,0.7272727272727272,9
LLCM_Flexible,RLCD,10000,14,0.5365853658536585,21
LLCM_Flexible,LaHME,10000,14,0.48648648648648646,26
Measured1,RLCD,2000,15,0.7692307692307693,6
Measured1,LaHME,2000,15,0,26
Measured2,RLCD,2000,15,0.41666666666666663,16
Measured2,LaHME,2000,15,0,27
Simple_Case_Tree,RLCD,2000,15,0.8,5
Simple_Case_Tree,LaHME,2000,15,0.4166666666666667,14
Tree_Case_Flexible,RLCD,2000,15,1,0
Tree_Case_Flexible,LaHME,2000,15,0.5517241379310344,13
Latent_Hierarchical_Structure,RLCD,2000,15,0.7647058823529411,12
