u,v,edge_type,count,prop,sum,undirected_props
Worry_1,Worry_6,v->u,6,0.03896103896103896,154,0.09740259740259741
Worry_1,Sleep_4,u->v,6,0.03896103896103896,154,0.05194805194805195
Worry_1,L2,v->u,6,0.03896103896103896,154,0.08441558441558442
Worry_1,L9,v->u,6,0.03896103896103896,154,0.045454545454545456
Worry_1,L10,v->u,6,0.03896103896103896,154,0.07142857142857142
Worry_3,L10,v->u,6,0.03896103896103896,154,0.03896103896103896
Worry_4,Worry_5,u->v,6,0.03896103896103896,154,0.07142857142857142
Worry_5,MistrustB_4,u->v,6,0.03896103896103896,154,0.05194805194805195
Worry_5,MistrustB_5,u->v,6,0.03896103896103896,154,0.06493506493506493
Worry_6,L1,undirected,6,0.03896103896103896,154,0.34415584415584416
Worry_7,Worry_9,v->u,6,0.03896103896103896,154,0.8311688311688312
Worry_7,MistrustB_3,undirected,6,0.03896103896103896,154,0.12987012987012986
Worry_7,MistrustB_7,u->v,6,0.03896103896103896,154,0.05194805194805195
Worry_8,MistrustB_7,u->v,6,0.03896103896103896,154,0.03896103896103896
Worry_8,MistrustB_9,u->v,6,0.03896103896103896,154,0.03896103896103896
Worry_8,Sleep_3,u->v,6,0.03896103896103896,154,0.03896103896103896
Worry_8,L6,v->u,6,0.03896103896103896,154,0.03896103896103896
Worry_9,Worry_10,u->v,6,0.03896103896103896,154,0.2662337662337662
Worry_10,MistrustB_5,v->u,6,0.03896103896103896,154,0.09740259740259741
Worry_10,Sleep_2,u->v,6,0.03896103896103896,154,0.06493506493506493
Worry_10,Sleep_4,v->u,6,0.03896103896103896,154,0.09740259740259741
Worry_10,Sleep_5,u->v,6,0.03896103896103896,154,0.05194805194805195
Worry_10,L6,u->v,6,0.03896103896103896,154,0.24025974025974028
MistrustB_1,MistrustB_3,v->u,6,0.03896103896103896,154,0.05194805194805195
MistrustB_1,MistrustB_8,v->u,6,0.03896103896103896,154,0.05844155844155845
MistrustB_1,L4,v->u,6,0.03896103896103896,154,0.045454545454545456
MistrustB_2,L2,v->u,6,0.03896103896103896,154,0.045454545454545456
MistrustB_3,L4,v->u,6,0.03896103896103896,154,0.05194805194805195
MistrustB_4,L2,v->u,6,0.03896103896103896,154,0.03896103896103896
MistrustB_5,MistrustB_6,u->v,6,0.03896103896103896,154,0.07792207792207792
MistrustB_5,MistrustB_6,v->u,6,0.03896103896103896,154,0.07792207792207792
MistrustB_6,MistrustB_7,v->u,6,0.03896103896103896,154,0.07142857142857142
MistrustB_6,L4,v->u,6,0.03896103896103896,154,0.03896103896103896
MistrustB_7,MistrustB_9,u->v,6,0.03896103896103896,154,0.2012987012987013
MistrustB_7,MistrustB_10,u->v,6,0.03896103896103896,154,0.05194805194805195
MistrustB_7,L1,v->u,6,0.03896103896103896,154,0.03896103896103896
MistrustB_8,Sleep_2,u->v,6,0.03896103896103896,154,0.05194805194805195
MistrustB_8,Sleep_5,v->u,6,0.03896103896103896,154,0.045454545454545456
MistrustB_8,Sleep_7,u->v,6,0.03896103896103896,154,0.05194805194805195
MistrustB_9,Sleep_2,u->v,6,0.03896103896103896,154,0.05194805194805195
Sleep_1,L9,v->u,6,0.03896103896103896,154,0.03896103896103896
Sleep_3,Sleep_7,u->v,6,0.03896103896103896,154,0.06493506493506493
Sleep_4,Sleep_5,u->v,6,0.03896103896103896,154,0.08441558441558442
Sleep_4,Sleep_5,v->u,6,0.03896103896103896,154,0.08441558441558442
Sleep_4,Sleep_6,u->v,6,0.03896103896103896,154,0.05844155844155844
Sleep_4,L7,v->u,6,0.03896103896103896,154,0.03896103896103896
Sleep_5,Sleep_6,u->v,6,0.03896103896103896,154,0.05844155844155844
Sleep_5,L4,v->u,6,0.03896103896103896,154,0.045454545454545456
Sleep_6,L1,v->u,6,0.03896103896103896,154,0.03896103896103896
Sleep_6,L7,v->u,6,0.03896103896103896,154,0.045454545454545456
L1,L7,v->u,6,0.03896103896103896,154,0.08441558441558442
L1,L10,v->u,6,0.03896103896103896,154,0.11688311688311688
L2,L8,v->u,6,0.03896103896103896,154,0.05194805194805195
L4,L5,u->v,6,0.03896103896103896,154,0.05194805194805195
L4,L6,v->u,6,0.03896103896103896,154,0.2077922077922078
L4,L9,v->u,6,0.03896103896103896,154,0.14285714285714285
L5,L7,v->u,6,0.03896103896103896,154,0.06493506493506493
L6,L10,u->v,6,0.03896103896103896,154,0.08441558441558442
Worry_1,Worry_10,v->u,5,0.032467532467532464,154,0.10389610389610389
Worry_1,Sleep_1,u->v,5,0.032467532467532464,154,0.032467532467532464
Worry_1,L10,u->v,5,0.032467532467532464,154,0.07142857142857142
Worry_3,MistrustB_9,v->u,5,0.032467532467532464,154,0.051948051948051945
Worry_4,L10,v->u,5,0.032467532467532464,154,0.032467532467532464
Worry_5,MistrustB_1,u->v,5,0.032467532467532464,154,0.032467532467532464
Worry_5,MistrustB_9,u->v,5,0.032467532467532464,154,0.06493506493506493
Worry_5,Sleep_2,v->u,5,0.032467532467532464,154,0.05844155844155844
Worry_6,MistrustB_2,v->u,5,0.032467532467532464,154,0.09740259740259741
Worry_6,Sleep_2,undirected,5,0.032467532467532464,154,0.2662337662337662
Worry_6,L1,u->v,5,0.032467532467532464,154,0.34415584415584416
Worry_6,L8,u->v,5,0.032467532467532464,154,0.05844155844155844
Worry_7,Sleep_7,v->u,5,0.032467532467532464,154,0.11688311688311688
Worry_7,L1,u->v,5,0.032467532467532464,154,0.4350649350649351
Worry_7,L8,v->u,5,0.032467532467532464,154,0.07792207792207792
Worry_7,L9,u->v,5,0.032467532467532464,154,0.14285714285714285
Worry_7,L10,u->v,5,0.032467532467532464,154,0.09740259740259741
Worry_8,MistrustB_1,u->v,5,0.032467532467532464,154,0.032467532467532464
Worry_8,MistrustB_2,u->v,5,0.032467532467532464,154,0.032467532467532464
Worry_8,MistrustB_3,u->v,5,0.032467532467532464,154,0.032467532467532464
Worry_8,MistrustB_4,u->v,5,0.032467532467532464,154,0.032467532467532464
Worry_8,MistrustB_6,u->v,5,0.032467532467532464,154,0.032467532467532464
Worry_8,Sleep_2,u->v,5,0.032467532467532464,154,0.032467532467532464
Worry_8,Sleep_7,u->v,5,0.032467532467532464,154,0.032467532467532464
Worry_9,Sleep_2,u->v,5,0.032467532467532464,154,0.03896103896103896
Worry_9,L1,v->u,5,0.032467532467532464,154,0.032467532467532464
Worry_9,L3,v->u,5,0.032467532467532464,154,0.045454545454545456
Worry_9,L6,v->u,5,0.032467532467532464,154,0.051948051948051945
Worry_10,MistrustB_1,u->v,5,0.032467532467532464,154,0.032467532467532464
Worry_10,MistrustB_2,u->v,5,0.032467532467532464,154,0.05194805194805195
Worry_10,MistrustB_4,u->v,5,0.032467532467532464,154,0.05194805194805195
Worry_10,MistrustB_9,u->v,5,0.032467532467532464,154,0.07792207792207792
Worry_10,L5,u->v,5,0.032467532467532464,154,0.18181818181818182
Worry_10,L8,v->u,5,0.032467532467532464,154,0.05194805194805195
Worry_10,L9,u->v,5,0.032467532467532464,154,0.16233766233766234
MistrustB_1,MistrustB_2,v->u,5,0.032467532467532464,154,0.11688311688311688
MistrustB_1,L1,v->u,5,0.032467532467532464,154,0.032467532467532464
MistrustB_1,L2,v->u,5,0.032467532467532464,154,0.032467532467532464
MistrustB_1,L6,v->u,5,0.032467532467532464,154,0.032467532467532464
MistrustB_2,MistrustB_3,u->v,5,0.032467532467532464,154,0.07792207792207792
MistrustB_3,MistrustB_6,v->u,5,0.032467532467532464,154,0.15584415584415584
MistrustB_4,MistrustB_6,v->u,5,0.032467532467532464,154,0.045454545454545456
MistrustB_4,L6,v->u,5,0.032467532467532464,154,0.032467532467532464
MistrustB_5,L1,v->u,5,0.032467532467532464,154,0.032467532467532464
MistrustB_6,MistrustB_7,u->v,5,0.032467532467532464,154,0.07142857142857142
MistrustB_6,Sleep_2,u->v,5,0.032467532467532464,154,0.05194805194805195
MistrustB_6,L1,v->u,5,0.032467532467532464,154,0.045454545454545456
MistrustB_6,L6,v->u,5,0.032467532467532464,154,0.045454545454545456
MistrustB_6,L10,v->u,5,0.032467532467532464,154,0.03896103896103896
MistrustB_7,L2,v->u,5,0.032467532467532464,154,0.032467532467532464
MistrustB_7,L4,v->u,5,0.032467532467532464,154,0.032467532467532464
MistrustB_8,L2,v->u,5,0.032467532467532464,154,0.03896103896103896
MistrustB_8,L8,v->u,5,0.032467532467532464,154,0.05844155844155844
MistrustB_9,L4,v->u,5,0.032467532467532464,154,0.045454545454545456
MistrustB_9,L10,v->u,5,0.032467532467532464,154,0.045454545454545456
MistrustB_10,L2,v->u,5,0.032467532467532464,154,0.032467532467532464
Sleep_2,L9,v->u,5,0.032467532467532464,154,0.03896103896103896
Sleep_3,Sleep_5,u->v,5,0.032467532467532464,154,0.05844155844155844
Sleep_3,Sleep_6,u->v,5,0.032467532467532464,154,0.045454545454545456
Sleep_3,L2,undirected,5,0.032467532467532464,154,0.4090909090909091
Sleep_3,L5,v->u,5,0.032467532467532464,154,0.045454545454545456
Sleep_3,L9,v->u,5,0.032467532467532464,154,0.03896103896103896
Sleep_4,Sleep_7,u->v,5,0.032467532467532464,154,0.05194805194805195
Sleep_5,L7,v->u,5,0.032467532467532464,154,0.03896103896103896
Sleep_6,L6,v->u,5,0.032467532467532464,154,0.03896103896103896
Sleep_7,L4,undirected,5,0.032467532467532464,154,0.16883116883116883
L1,L3,v->u,5,0.032467532467532464,154,0.05844155844155844
L2,L9,v->u,5,0.032467532467532464,154,0.03896103896103896
L3,L7,u->v,5,0.032467532467532464,154,0.045454545454545456
L6,L8,u->v,5,0.032467532467532464,154,0.03896103896103896
L8,L9,v->u,5,0.032467532467532464,154,0.03896103896103896
L8,L10,u->v,5,0.032467532467532464,154,0.03896103896103896
Worry_1,Worry_3,v->u,4,0.025974025974025976,154,0.16883116883116883
Worry_1,MistrustB_9,v->u,4,0.025974025974025976,154,0.1103896103896104
Worry_1,Sleep_2,u->v,4,0.025974025974025976,154,0.025974025974025976
Worry_1,Sleep_3,u->v,4,0.025974025974025976,154,0.025974025974025976
Worry_1,Sleep_7,u->v,4,0.025974025974025976,154,0.025974025974025976
Worry_2,Worry_3,v->u,4,0.025974025974025976,154,0.03896103896103896
Worry_2,L1,v->u,4,0.025974025974025976,154,0.03246753246753247
Worry_3,Worry_4,v->u,4,0.025974025974025976,154,0.03896103896103896
Worry_3,Worry_5,v->u,4,0.025974025974025976,154,0.03246753246753247
Worry_4,Worry_5,v->u,4,0.025974025974025976,154,0.07142857142857142
Worry_4,MistrustB_4,v->u,4,0.025974025974025976,154,0.03246753246753247
Worry_5,Worry_8,v->u,4,0.025974025974025976,154,0.025974025974025976
Worry_5,Worry_10,u->v,4,0.025974025974025976,154,0.14935064935064934
Worry_5,MistrustB_2,u->v,4,0.025974025974025976,154,0.045454545454545456
Worry_5,MistrustB_3,u->v,4,0.025974025974025976,154,0.03246753246753247
Worry_5,MistrustB_9,v->u,4,0.025974025974025976,154,0.06493506493506493
Worry_5,Sleep_1,u->v,4,0.025974025974025976,154,0.03246753246753247
Worry_5,Sleep_2,u->v,4,0.025974025974025976,154,0.05844155844155844
Worry_5,Sleep_3,u->v,4,0.025974025974025976,154,0.03246753246753247
Worry_5,Sleep_6,v->u,4,0.025974025974025976,154,0.03246753246753247
Worry_5,L2,u->v,4,0.025974025974025976,154,0.13636363636363638
Worry_5,L10,u->v,4,0.025974025974025976,154,0.08441558441558442
Worry_6,Worry_8,v->u,4,0.025974025974025976,154,0.045454545454545456
Worry_6,Worry_9,v->u,4,0.025974025974025976,154,0.045454545454545456
Worry_6,Worry_10,undirected,4,0.025974025974025976,154,0.24675324675324678
Worry_6,L2,undirected,4,0.025974025974025976,154,0.24025974025974028
Worry_6,L4,undirected,4,0.025974025974025976,154,0.09090909090909091
Worry_6,L5,undirected,4,0.025974025974025976,154,0.16883116883116883
Worry_6,L7,u->v,4,0.025974025974025976,154,0.16883116883116883
Worry_7,MistrustB_5,v->u,4,0.025974025974025976,154,0.1168831168831169
Worry_7,Sleep_4,undirected,4,0.025974025974025976,154,0.2792207792207792
Worry_7,Sleep_5,undirected,4,0.025974025974025976,154,0.2597402597402597
Worry_7,L2,u->v,4,0.025974025974025976,154,0.12337662337662339
Worry_8,MistrustB_8,u->v,4,0.025974025974025976,154,0.025974025974025976
Worry_8,Sleep_1,u->v,4,0.025974025974025976,154,0.03246753246753247
Worry_8,L4,v->u,4,0.025974025974025976,154,0.025974025974025976
Worry_9,Sleep_4,u->v,4,0.025974025974025976,154,0.025974025974025976
Worry_10,MistrustB_6,u->v,4,0.025974025974025976,154,0.03246753246753247
Worry_10,MistrustB_8,u->v,4,0.025974025974025976,154,0.045454545454545456
Worry_10,MistrustB_10,u->v,4,0.025974025974025976,154,0.025974025974025976
MistrustB_1,MistrustB_5,u->v,4,0.025974025974025976,154,0.05194805194805195
MistrustB_1,MistrustB_5,v->u,4,0.025974025974025976,154,0.05194805194805195
MistrustB_1,MistrustB_10,u->v,4,0.025974025974025976,154,0.09090909090909091
MistrustB_1,Sleep_5,v->u,4,0.025974025974025976,154,0.025974025974025976
MistrustB_2,MistrustB_6,v->u,4,0.025974025974025976,154,0.03896103896103896
MistrustB_2,MistrustB_10,u->v,4,0.025974025974025976,154,0.05844155844155845
MistrustB_2,MistrustB_10,v->u,4,0.025974025974025976,154,0.05844155844155845
MistrustB_2,Sleep_7,u->v,4,0.025974025974025976,154,0.05194805194805195
MistrustB_2,L10,v->u,4,0.025974025974025976,154,0.025974025974025976
MistrustB_3,MistrustB_5,v->u,4,0.025974025974025976,154,0.08441558441558442
MistrustB_3,L5,v->u,4,0.025974025974025976,154,0.03246753246753247
MistrustB_3,L10,v->u,4,0.025974025974025976,154,0.03246753246753247
MistrustB_4,MistrustB_10,v->u,4,0.025974025974025976,154,0.05194805194805195
MistrustB_4,L4,v->u,4,0.025974025974025976,154,0.025974025974025976
MistrustB_5,L4,v->u,4,0.025974025974025976,154,0.025974025974025976
MistrustB_5,L10,v->u,4,0.025974025974025976,154,0.03246753246753247
MistrustB_6,MistrustB_8,u->v,4,0.025974025974025976,154,0.09090909090909091
MistrustB_6,Sleep_3,u->v,4,0.025974025974025976,154,0.03896103896103896
MistrustB_6,Sleep_5,v->u,4,0.025974025974025976,154,0.025974025974025976
MistrustB_6,L8,v->u,4,0.025974025974025976,154,0.03896103896103896
MistrustB_6,L9,v->u,4,0.025974025974025976,154,0.025974025974025976
MistrustB_7,MistrustB_8,u->v,4,0.025974025974025976,154,0.09740259740259741
MistrustB_8,Sleep_3,v->u,4,0.025974025974025976,154,0.03896103896103896
MistrustB_8,L8,u->v,4,0.025974025974025976,154,0.05844155844155844
MistrustB_9,MistrustB_10,v->u,4,0.025974025974025976,154,0.18831168831168832
MistrustB_9,Sleep_1,u->v,4,0.025974025974025976,154,0.03246753246753247
MistrustB_9,Sleep_3,u->v,4,0.025974025974025976,154,0.03896103896103896
Sleep_1,Sleep_2,u->v,4,0.025974025974025976,154,0.07792207792207792
Sleep_1,Sleep_3,u->v,4,0.025974025974025976,154,0.2987012987012987
L1,L3,u->v,4,0.025974025974025976,154,0.05844155844155844
L1,L8,u->v,4,0.025974025974025976,154,0.025974025974025976
L2,L4,u->v,4,0.025974025974025976,154,0.09740259740259741
L2,L10,u->v,4,0.025974025974025976,154,0.045454545454545456
L3,L10,v->u,4,0.025974025974025976,154,0.09740259740259741
L4,L9,undirected,4,0.025974025974025976,154,0.14285714285714285
L4,L10,v->u,4,0.025974025974025976,154,0.09740259740259741
L5,L6,u->v,4,0.025974025974025976,154,0.09090909090909091
L5,L7,u->v,4,0.025974025974025976,154,0.06493506493506493
L5,L10,v->u,4,0.025974025974025976,154,0.03896103896103896
L9,L10,u->v,4,0.025974025974025976,154,0.03246753246753247
Worry_1,Worry_6,undirected,3,0.01948051948051948,154,0.09740259740259741
Worry_1,MistrustB_3,v->u,3,0.01948051948051948,154,0.12987012987012986
Worry_1,Sleep_5,u->v,3,0.01948051948051948,154,0.01948051948051948
Worry_1,Sleep_6,u->v,3,0.01948051948051948,154,0.01948051948051948
Worry_1,L1,v->u,3,0.01948051948051948,154,0.03246753246753247
Worry_1,L7,u->v,3,0.01948051948051948,154,0.08441558441558442
Worry_2,Worry_7,v->u,3,0.01948051948051948,154,0.01948051948051948
Worry_2,Worry_10,v->u,3,0.01948051948051948,154,0.032467532467532464
Worry_2,L9,v->u,3,0.01948051948051948,154,0.01948051948051948
Worry_3,MistrustB_2,u->v,3,0.01948051948051948,154,0.032467532467532464
Worry_3,MistrustB_4,u->v,3,0.01948051948051948,154,0.03896103896103896
Worry_3,MistrustB_4,v->u,3,0.01948051948051948,154,0.03896103896103896
Worry_3,MistrustB_5,u->v,3,0.01948051948051948,154,0.03896103896103896
Worry_3,MistrustB_5,v->u,3,0.01948051948051948,154,0.03896103896103896
Worry_3,MistrustB_8,u->v,3,0.01948051948051948,154,0.03896103896103896
Worry_3,MistrustB_8,v->u,3,0.01948051948051948,154,0.03896103896103896
Worry_3,MistrustB_9,u->v,3,0.01948051948051948,154,0.051948051948051945
Worry_3,MistrustB_10,u->v,3,0.01948051948051948,154,0.01948051948051948
Worry_4,Worry_10,u->v,3,0.01948051948051948,154,0.07792207792207792
Worry_4,MistrustB_5,v->u,3,0.01948051948051948,154,0.025974025974025976
Worry_4,MistrustB_8,v->u,3,0.01948051948051948,154,0.025974025974025976
Worry_5,Worry_6,undirected,3,0.01948051948051948,154,0.14285714285714285
Worry_5,MistrustB_5,v->u,3,0.01948051948051948,154,0.06493506493506493
Worry_5,MistrustB_10,u->v,3,0.01948051948051948,154,0.025974025974025976
Worry_5,Sleep_5,v->u,3,0.01948051948051948,154,0.025974025974025976
Worry_5,Sleep_7,u->v,3,0.01948051948051948,154,0.032467532467532464
Worry_5,L1,undirected,3,0.01948051948051948,154,0.2142857142857143
Worry_5,L8,u->v,3,0.01948051948051948,154,0.09090909090909091
Worry_6,MistrustB_8,v->u,3,0.01948051948051948,154,0.09740259740259741
Worry_6,MistrustB_9,undirected,3,0.01948051948051948,154,0.14935064935064934
Worry_6,MistrustB_10,v->u,3,0.01948051948051948,154,0.07142857142857142
Worry_6,Sleep_2,v->u,3,0.01948051948051948,154,0.2662337662337662
Worry_6,Sleep_7,undirected,3,0.01948051948051948,154,0.2012987012987013
Worry_6,L3,undirected,3,0.01948051948051948,154,0.25974025974025977
Worry_6,L8,v->u,3,0.01948051948051948,154,0.05844155844155844
Worry_6,L9,undirected,3,0.01948051948051948,154,0.1168831168831169
Worry_7,MistrustB_5,undirected,3,0.01948051948051948,154,0.1168831168831169
Worry_7,MistrustB_8,v->u,3,0.01948051948051948,154,0.09740259740259741
Worry_8,MistrustB_10,u->v,3,0.01948051948051948,154,0.01948051948051948
Worry_9,L4,v->u,3,0.01948051948051948,154,0.01948051948051948
Worry_9,L6,u->v,3,0.01948051948051948,154,0.051948051948051945
Worry_9,L9,v->u,3,0.01948051948051948,154,0.032467532467532464
Worry_10,Sleep_2,v->u,3,0.01948051948051948,154,0.06493506493506493
Worry_10,Sleep_6,v->u,3,0.01948051948051948,154,0.09740259740259741
Worry_10,L2,u->v,3,0.01948051948051948,154,0.18831168831168832
Worry_10,L6,undirected,3,0.01948051948051948,154,0.24025974025974028
Worry_10,L10,u->v,3,0.01948051948051948,154,0.1103896103896104
MistrustB_1,Sleep_7,v->u,3,0.01948051948051948,154,0.01948051948051948
MistrustB_1,L5,v->u,3,0.01948051948051948,154,0.025974025974025976
MistrustB_2,MistrustB_7,u->v,3,0.01948051948051948,154,0.032467532467532464
MistrustB_2,MistrustB_9,u->v,3,0.01948051948051948,154,0.07792207792207792
MistrustB_2,Sleep_3,u->v,3,0.01948051948051948,154,0.025974025974025976
MistrustB_2,Sleep_5,v->u,3,0.01948051948051948,154,0.032467532467532464
MistrustB_2,Sleep_7,v->u,3,0.01948051948051948,154,0.05194805194805195
MistrustB_3,Sleep_4,v->u,3,0.01948051948051948,154,0.025974025974025976
MistrustB_3,Sleep_5,v->u,3,0.01948051948051948,154,0.01948051948051948
MistrustB_3,Sleep_6,v->u,3,0.01948051948051948,154,0.03896103896103896
MistrustB_3,L1,u->v,3,0.01948051948051948,154,0.09740259740259741
MistrustB_4,MistrustB_5,u->v,3,0.01948051948051948,154,0.12987012987012989
MistrustB_4,MistrustB_9,u->v,3,0.01948051948051948,154,0.1103896103896104
MistrustB_4,Sleep_1,v->u,3,0.01948051948051948,154,0.025974025974025976
MistrustB_4,Sleep_5,v->u,3,0.01948051948051948,154,0.025974025974025976
MistrustB_4,L9,v->u,3,0.01948051948051948,154,0.01948051948051948
MistrustB_4,L10,v->u,3,0.01948051948051948,154,0.01948051948051948
MistrustB_5,MistrustB_7,v->u,3,0.01948051948051948,154,0.09090909090909091
MistrustB_5,MistrustB_10,undirected,3,0.01948051948051948,154,0.2207792207792208
MistrustB_5,Sleep_2,u->v,3,0.01948051948051948,154,0.025974025974025976
MistrustB_5,Sleep_3,v->u,3,0.01948051948051948,154,0.025974025974025976
MistrustB_5,Sleep_7,u->v,3,0.01948051948051948,154,0.032467532467532464
MistrustB_5,L5,u->v,3,0.01948051948051948,154,0.025974025974025976
MistrustB_6,MistrustB_10,u->v,3,0.01948051948051948,154,0.032467532467532464
MistrustB_6,Sleep_1,u->v,3,0.01948051948051948,154,0.032467532467532464
MistrustB_7,Sleep_5,v->u,3,0.01948051948051948,154,0.025974025974025976
MistrustB_7,Sleep_7,u->v,3,0.01948051948051948,154,0.032467532467532464
MistrustB_8,MistrustB_9,undirected,3,0.01948051948051948,154,0.2532467532467532
MistrustB_8,Sleep_4,u->v,3,0.01948051948051948,154,0.032467532467532464
MistrustB_8,L3,u->v,3,0.01948051948051948,154,0.5779220779220778
MistrustB_8,L7,u->v,3,0.01948051948051948,154,0.34415584415584416
MistrustB_9,Sleep_5,v->u,3,0.01948051948051948,154,0.01948051948051948
MistrustB_9,L1,u->v,3,0.01948051948051948,154,0.07142857142857142
MistrustB_9,L3,u->v,3,0.01948051948051948,154,0.6038961038961038
MistrustB_9,L6,u->v,3,0.01948051948051948,154,0.12337662337662339
MistrustB_9,L7,u->v,3,0.01948051948051948,154,0.2987012987012987
MistrustB_10,Sleep_4,u->v,3,0.01948051948051948,154,0.025974025974025976
MistrustB_10,Sleep_5,v->u,3,0.01948051948051948,154,0.025974025974025976
MistrustB_10,Sleep_7,v->u,3,0.01948051948051948,154,0.032467532467532464
Sleep_1,Sleep_5,v->u,3,0.01948051948051948,154,0.025974025974025976
Sleep_1,Sleep_7,v->u,3,0.01948051948051948,154,0.025974025974025976
Sleep_1,L7,v->u,3,0.01948051948051948,154,0.01948051948051948
Sleep_1,L8,v->u,3,0.01948051948051948,154,0.01948051948051948
Sleep_2,Sleep_7,v->u,3,0.01948051948051948,154,0.13636363636363638
Sleep_2,L8,v->u,3,0.01948051948051948,154,0.01948051948051948
Sleep_3,Sleep_4,u->v,3,0.01948051948051948,154,0.045454545454545456
Sleep_3,Sleep_4,v->u,3,0.01948051948051948,154,0.045454545454545456
Sleep_3,Sleep_5,v->u,3,0.01948051948051948,154,0.05844155844155844
Sleep_3,Sleep_7,v->u,3,0.01948051948051948,154,0.06493506493506493
Sleep_3,L4,undirected,3,0.01948051948051948,154,0.12337662337662339
Sleep_3,L6,u->v,3,0.01948051948051948,154,0.08441558441558442
Sleep_3,L8,v->u,3,0.01948051948051948,154,0.01948051948051948
Sleep_3,L10,undirected,3,0.01948051948051948,154,0.2922077922077922
Sleep_4,Sleep_6,v->u,3,0.01948051948051948,154,0.05844155844155844
Sleep_4,L5,v->u,3,0.01948051948051948,154,0.025974025974025976
Sleep_4,L9,v->u,3,0.01948051948051948,154,0.025974025974025976
Sleep_5,Sleep_6,v->u,3,0.01948051948051948,154,0.05844155844155844
Sleep_5,L9,v->u,3,0.01948051948051948,154,0.025974025974025976
Sleep_6,Sleep_7,u->v,3,0.01948051948051948,154,0.03896103896103896
Sleep_6,Sleep_7,v->u,3,0.01948051948051948,154,0.03896103896103896
Sleep_6,L8,u->v,3,0.01948051948051948,154,0.01948051948051948
Sleep_7,L6,u->v,3,0.01948051948051948,154,0.09090909090909091
L1,L4,undirected,3,0.01948051948051948,154,0.18831168831168832
L1,L9,v->u,3,0.01948051948051948,154,0.01948051948051948
L2,L5,v->u,3,0.01948051948051948,154,0.07142857142857142
L2,L10,v->u,3,0.01948051948051948,154,0.045454545454545456
L3,L4,v->u,3,0.01948051948051948,154,0.032467532467532464
L4,L7,u->v,3,0.01948051948051948,154,0.03896103896103896
L4,L7,v->u,3,0.01948051948051948,154,0.03896103896103896
L5,L8,v->u,3,0.01948051948051948,154,0.06493506493506493
L5,L9,u->v,3,0.01948051948051948,154,0.09090909090909091
Worry_1,Worry_4,v->u,2,0.012987012987012988,154,0.2077922077922078
Worry_1,Sleep_4,v->u,2,0.012987012987012988,154,0.05194805194805195
Worry_1,L3,u->v,2,0.012987012987012988,154,0.2207792207792208
Worry_1,L4,v->u,2,0.012987012987012988,154,0.012987012987012988
Worry_1,L6,u->v,2,0.012987012987012988,154,0.12337662337662338
Worry_2,Worry_3,u->v,2,0.012987012987012988,154,0.03896103896103896
Worry_2,Worry_4,u->v,2,0.012987012987012988,154,0.025974025974025976
Worry_2,Worry_4,v->u,2,0.012987012987012988,154,0.025974025974025976
Worry_2,Worry_6,v->u,2,0.012987012987012988,154,0.012987012987012988
Worry_2,Worry_10,u->v,2,0.012987012987012988,154,0.032467532467532464
Worry_2,MistrustB_3,v->u,2,0.012987012987012988,154,0.01948051948051948
Worry_2,MistrustB_9,v->u,2,0.012987012987012988,154,0.012987012987012988
Worry_2,Sleep_4,v->u,2,0.012987012987012988,154,0.012987012987012988
Worry_2,L4,v->u,2,0.012987012987012988,154,0.012987012987012988
Worry_3,Worry_4,u->v,2,0.012987012987012988,154,0.03896103896103896
Worry_3,Worry_6,u->v,2,0.012987012987012988,154,0.12987012987012989
Worry_3,Worry_6,undirected,2,0.012987012987012988,154,0.12987012987012989
Worry_3,MistrustB_2,v->u,2,0.012987012987012988,154,0.032467532467532464
Worry_3,MistrustB_6,u->v,2,0.012987012987012988,154,0.025974025974025976
Worry_3,MistrustB_6,v->u,2,0.012987012987012988,154,0.025974025974025976
Worry_3,Sleep_2,v->u,2,0.012987012987012988,154,0.012987012987012988
Worry_3,Sleep_6,v->u,2,0.012987012987012988,154,0.01948051948051948
Worry_4,Worry_7,u->v,2,0.012987012987012988,154,0.1103896103896104
Worry_4,MistrustB_2,v->u,2,0.012987012987012988,154,0.01948051948051948
Worry_4,MistrustB_6,v->u,2,0.012987012987012988,154,0.01948051948051948
Worry_4,Sleep_6,v->u,2,0.012987012987012988,154,0.012987012987012988
Worry_5,Worry_6,u->v,2,0.012987012987012988,154,0.14285714285714285
Worry_5,Worry_7,u->v,2,0.012987012987012988,154,0.2857142857142857
Worry_5,Worry_7,undirected,2,0.012987012987012988,154,0.2857142857142857
Worry_5,Worry_10,undirected,2,0.012987012987012988,154,0.14935064935064934
Worry_5,MistrustB_2,v->u,2,0.012987012987012988,154,0.045454545454545456
Worry_5,MistrustB_4,v->u,2,0.012987012987012988,154,0.05194805194805195
Worry_5,MistrustB_6,undirected,2,0.012987012987012988,154,0.07792207792207792
Worry_5,MistrustB_8,v->u,2,0.012987012987012988,154,0.07142857142857144
Worry_5,Sleep_7,v->u,2,0.012987012987012988,154,0.032467532467532464
Worry_5,L5,u->v,2,0.012987012987012988,154,0.24675324675324675
Worry_5,L7,u->v,2,0.012987012987012988,154,0.1168831168831169
Worry_6,Worry_8,u->v,2,0.012987012987012988,154,0.045454545454545456
Worry_6,Worry_9,u->v,2,0.012987012987012988,154,0.045454545454545456
Worry_6,MistrustB_2,undirected,2,0.012987012987012988,154,0.09740259740259741
