u,v,edge_type,count,prop,sum,undirected_props
MistrustB_10,L6,v->u,14,0.09090909090909091,154,0.09740259740259741
Worry_1,MistrustB_6,u->v,13,0.08441558441558442,154,0.09090909090909091
Worry_1,MistrustB_10,u->v,13,0.08441558441558442,154,0.08441558441558442
Worry_3,L8,v->u,13,0.08441558441558442,154,0.08441558441558442
Worry_5,L4,v->u,13,0.08441558441558442,154,0.08441558441558442
Worry_6,L5,u->v,13,0.08441558441558442,154,0.16883116883116883
Worry_6,L9,v->u,13,0.08441558441558442,154,0.1168831168831169
Worry_7,Worry_10,v->u,13,0.08441558441558442,154,0.35064935064935066
Worry_7,MistrustB_3,u->v,13,0.08441558441558442,154,0.12987012987012986
Worry_7,Sleep_7,u->v,13,0.08441558441558442,154,0.11688311688311688
Worry_9,MistrustB_1,u->v,13,0.08441558441558442,154,0.09090909090909091
Worry_9,MistrustB_3,u->v,13,0.08441558441558442,154,0.08441558441558442
MistrustB_1,MistrustB_7,v->u,13,0.08441558441558442,154,0.09740259740259741
MistrustB_3,MistrustB_7,v->u,13,0.08441558441558442,154,0.21428571428571427
MistrustB_4,MistrustB_9,v->u,13,0.08441558441558442,154,0.1103896103896104
L1,L2,u->v,13,0.08441558441558442,154,0.14285714285714285
Worry_1,MistrustB_9,u->v,12,0.07792207792207792,154,0.1103896103896104
Worry_6,MistrustB_9,u->v,12,0.07792207792207792,154,0.14935064935064934
Worry_7,MistrustB_8,u->v,12,0.07792207792207792,154,0.09740259740259741
Worry_10,Sleep_3,u->v,12,0.07792207792207792,154,0.15584415584415584
MistrustB_1,MistrustB_2,u->v,12,0.07792207792207792,154,0.11688311688311688
MistrustB_3,L1,v->u,12,0.07792207792207792,154,0.09740259740259741
MistrustB_5,MistrustB_8,v->u,12,0.07792207792207792,154,0.13636363636363635
MistrustB_8,MistrustB_9,u->v,12,0.07792207792207792,154,0.2532467532467532
MistrustB_9,L2,v->u,12,0.07792207792207792,154,0.08441558441558442
L4,L9,u->v,12,0.07792207792207792,154,0.14285714285714285
Worry_1,Worry_10,u->v,11,0.07142857142857142,154,0.10389610389610389
Worry_3,Worry_10,v->u,11,0.07142857142857142,154,0.08441558441558442
Worry_6,Worry_7,undirected,11,0.07142857142857142,154,0.3441558441558441
Worry_6,MistrustB_3,u->v,11,0.07142857142857142,154,0.08441558441558442
Worry_6,MistrustB_4,u->v,11,0.07142857142857142,154,0.07792207792207792
Worry_6,Sleep_3,v->u,11,0.07142857142857142,154,0.3246753246753247
Worry_7,MistrustB_5,u->v,11,0.07142857142857142,154,0.1168831168831169
Worry_8,Sleep_4,u->v,11,0.07142857142857142,154,0.07142857142857142
Worry_10,Sleep_3,v->u,11,0.07142857142857142,154,0.15584415584415584
Worry_10,Sleep_6,u->v,11,0.07142857142857142,154,0.09740259740259741
MistrustB_3,MistrustB_8,u->v,11,0.07142857142857142,154,0.08441558441558442
MistrustB_5,MistrustB_7,u->v,11,0.07142857142857142,154,0.09090909090909091
MistrustB_7,MistrustB_8,v->u,11,0.07142857142857142,154,0.09740259740259741
MistrustB_7,L6,v->u,11,0.07142857142857142,154,0.07792207792207792
L1,L10,u->v,11,0.07142857142857142,154,0.11688311688311688
L3,L10,u->v,11,0.07142857142857142,154,0.09740259740259741
L5,L9,v->u,11,0.07142857142857142,154,0.09090909090909091
Worry_1,L7,v->u,10,0.06493506493506493,154,0.08441558441558442
Worry_4,Worry_9,v->u,10,0.06493506493506493,154,0.06493506493506493
Worry_4,L5,v->u,10,0.06493506493506493,154,0.06493506493506493
Worry_5,Worry_9,v->u,10,0.06493506493506493,154,0.06493506493506493
Worry_5,L8,v->u,10,0.06493506493506493,154,0.09090909090909091
Worry_6,MistrustB_5,u->v,10,0.06493506493506493,154,0.09090909090909091
Worry_6,MistrustB_8,u->v,10,0.06493506493506493,154,0.09740259740259741
Worry_7,MistrustB_2,u->v,10,0.06493506493506493,154,0.07792207792207792
Worry_7,MistrustB_10,u->v,10,0.06493506493506493,154,0.06493506493506493
Worry_7,L5,v->u,10,0.06493506493506493,154,0.11038961038961038
Worry_8,Sleep_5,u->v,10,0.06493506493506493,154,0.06493506493506493
Worry_8,L3,v->u,10,0.06493506493506493,154,0.06493506493506493
Worry_9,Sleep_3,u->v,10,0.06493506493506493,154,0.06493506493506493
MistrustB_1,MistrustB_10,v->u,10,0.06493506493506493,154,0.09090909090909091
MistrustB_3,MistrustB_9,v->u,10,0.06493506493506493,154,0.16883116883116883
MistrustB_3,L6,v->u,10,0.06493506493506493,154,0.07792207792207792
MistrustB_6,MistrustB_8,v->u,10,0.06493506493506493,154,0.09090909090909091
MistrustB_8,MistrustB_10,u->v,10,0.06493506493506493,154,0.09090909090909091
MistrustB_8,L9,v->u,10,0.06493506493506493,154,0.07792207792207792
MistrustB_9,L9,v->u,10,0.06493506493506493,154,0.07142857142857142
MistrustB_10,L9,v->u,10,0.06493506493506493,154,0.06493506493506493
Sleep_2,Sleep_4,u->v,10,0.06493506493506493,154,0.1948051948051948
Sleep_2,L7,v->u,10,0.06493506493506493,154,0.08441558441558442
Sleep_7,L1,v->u,10,0.06493506493506493,154,0.07142857142857142
Sleep_7,L6,v->u,10,0.06493506493506493,154,0.09090909090909091
L1,L4,u->v,10,0.06493506493506493,154,0.18831168831168832
L2,L3,u->v,10,0.06493506493506493,154,0.16233766233766234
L2,L4,v->u,10,0.06493506493506493,154,0.09740259740259741
L3,L9,u->v,10,0.06493506493506493,154,0.12337662337662338
L4,L10,u->v,10,0.06493506493506493,154,0.09740259740259741
L7,L9,u->v,10,0.06493506493506493,154,0.13636363636363635
L7,L9,v->u,10,0.06493506493506493,154,0.13636363636363635
Worry_2,L7,v->u,9,0.05844155844155844,154,0.05844155844155844
Worry_4,Worry_10,v->u,9,0.05844155844155844,154,0.07792207792207792
Worry_4,L9,v->u,9,0.05844155844155844,154,0.05844155844155844
Worry_5,MistrustB_6,u->v,9,0.05844155844155844,154,0.07792207792207792
Worry_5,MistrustB_7,u->v,9,0.05844155844155844,154,0.06493506493506493
Worry_5,L9,v->u,9,0.05844155844155844,154,0.06493506493506493
Worry_5,L10,v->u,9,0.05844155844155844,154,0.08441558441558442
Worry_6,MistrustB_7,u->v,9,0.05844155844155844,154,0.07792207792207792
Worry_6,L4,v->u,9,0.05844155844155844,154,0.09090909090909091
Worry_6,L5,v->u,9,0.05844155844155844,154,0.16883116883116883
Worry_7,MistrustB_4,u->v,9,0.05844155844155844,154,0.06493506493506493
Worry_7,MistrustB_9,u->v,9,0.05844155844155844,154,0.12987012987012986
Worry_7,MistrustB_9,v->u,9,0.05844155844155844,154,0.12987012987012986
Worry_7,L10,v->u,9,0.05844155844155844,154,0.09740259740259741
Worry_8,Sleep_6,u->v,9,0.05844155844155844,154,0.05844155844155844
Worry_9,Sleep_6,u->v,9,0.05844155844155844,154,0.05844155844155844
Worry_10,MistrustB_3,u->v,9,0.05844155844155844,154,0.06493506493506493
Worry_10,Sleep_1,u->v,9,0.05844155844155844,154,0.07792207792207792
Worry_10,Sleep_7,u->v,9,0.05844155844155844,154,0.08441558441558442
MistrustB_2,MistrustB_9,v->u,9,0.05844155844155844,154,0.07792207792207792
MistrustB_3,MistrustB_5,u->v,9,0.05844155844155844,154,0.08441558441558442
MistrustB_3,MistrustB_10,v->u,9,0.05844155844155844,154,0.21428571428571427
MistrustB_3,L9,v->u,9,0.05844155844155844,154,0.05844155844155844
MistrustB_6,L2,v->u,9,0.05844155844155844,154,0.06493506493506493
MistrustB_7,L9,v->u,9,0.05844155844155844,154,0.05844155844155844
Sleep_2,Sleep_5,u->v,9,0.05844155844155844,154,0.07792207792207792
Sleep_2,L4,v->u,9,0.05844155844155844,154,0.07142857142857142
Sleep_3,L6,v->u,9,0.05844155844155844,154,0.08441558441558442
Sleep_4,L4,v->u,9,0.05844155844155844,154,0.05844155844155844
Sleep_4,L6,v->u,9,0.05844155844155844,154,0.06493506493506493
Sleep_7,L7,v->u,9,0.05844155844155844,154,0.05844155844155844
L2,L7,u->v,9,0.05844155844155844,154,0.11688311688311688
L2,L7,v->u,9,0.05844155844155844,154,0.11688311688311688
L5,L6,v->u,9,0.05844155844155844,154,0.09090909090909091
L7,L8,u->v,9,0.05844155844155844,154,0.05844155844155844
L7,L10,u->v,9,0.05844155844155844,154,0.1038961038961039
Worry_3,Worry_8,v->u,8,0.05194805194805195,154,0.05194805194805195
Worry_3,L9,v->u,8,0.05194805194805195,154,0.05194805194805195
Worry_5,MistrustB_8,u->v,8,0.05194805194805195,154,0.07142857142857144
Worry_6,Worry_10,v->u,8,0.05194805194805195,154,0.24675324675324678
Worry_6,MistrustB_1,u->v,8,0.05194805194805195,154,0.05194805194805195
Worry_6,MistrustB_2,u->v,8,0.05194805194805195,154,0.09740259740259741
Worry_6,MistrustB_9,v->u,8,0.05194805194805195,154,0.14935064935064934
Worry_7,MistrustB_1,u->v,8,0.05194805194805195,154,0.07142857142857144
Worry_7,L3,u->v,8,0.05194805194805195,154,0.3051948051948052
Worry_7,L4,v->u,8,0.05194805194805195,154,0.05844155844155845
Worry_7,L6,u->v,8,0.05194805194805195,154,0.2077922077922078
Worry_7,L7,u->v,8,0.05194805194805195,154,0.18831168831168832
Worry_8,MistrustB_5,u->v,8,0.05194805194805195,154,0.05194805194805195
Worry_10,Sleep_4,u->v,8,0.05194805194805195,154,0.09740259740259741
Worry_10,L4,v->u,8,0.05194805194805195,154,0.05844155844155845
MistrustB_1,MistrustB_4,u->v,8,0.05194805194805195,154,0.06493506493506494
MistrustB_2,L1,v->u,8,0.05194805194805195,154,0.05844155844155845
MistrustB_5,MistrustB_10,v->u,8,0.05194805194805195,154,0.2207792207792208
MistrustB_8,L1,v->u,8,0.05194805194805195,154,0.05844155844155845
MistrustB_9,L1,v->u,8,0.05194805194805195,154,0.07142857142857142
Sleep_1,Sleep_2,v->u,8,0.05194805194805195,154,0.07792207792207792
Sleep_1,L6,v->u,8,0.05194805194805195,154,0.05194805194805195
Sleep_2,L6,v->u,8,0.05194805194805195,154,0.06493506493506494
Sleep_5,Sleep_7,u->v,8,0.05194805194805195,154,0.06493506493506494
Sleep_5,L6,v->u,8,0.05194805194805195,154,0.05844155844155845
Sleep_6,L4,v->u,8,0.05194805194805195,154,0.05194805194805195
L1,L2,v->u,8,0.05194805194805195,154,0.14285714285714285
L2,L5,u->v,8,0.05194805194805195,154,0.07142857142857142
L2,L6,u->v,8,0.05194805194805195,154,0.09740259740259741
L3,L9,v->u,8,0.05194805194805195,154,0.12337662337662338
Worry_1,Worry_7,v->u,7,0.045454545454545456,154,0.14285714285714285
Worry_1,L2,u->v,7,0.045454545454545456,154,0.08441558441558442
Worry_1,L5,u->v,7,0.045454545454545456,154,0.16233766233766234
Worry_4,Worry_8,v->u,7,0.045454545454545456,154,0.045454545454545456
Worry_4,MistrustB_9,v->u,7,0.045454545454545456,154,0.05194805194805195
Worry_6,MistrustB_6,u->v,7,0.045454545454545456,154,0.06493506493506494
Worry_6,MistrustB_10,u->v,7,0.045454545454545456,154,0.07142857142857142
Worry_6,Sleep_4,v->u,7,0.045454545454545456,154,0.18181818181818182
Worry_6,L2,u->v,7,0.045454545454545456,154,0.24025974025974028
Worry_6,L3,u->v,7,0.045454545454545456,154,0.25974025974025977
Worry_6,L10,u->v,7,0.045454545454545456,154,0.2142857142857143
Worry_6,L10,undirected,7,0.045454545454545456,154,0.2142857142857143
Worry_7,MistrustB_6,u->v,7,0.045454545454545456,154,0.06493506493506494
Worry_7,Sleep_3,v->u,7,0.045454545454545456,154,0.2272727272727273
Worry_7,L5,u->v,7,0.045454545454545456,154,0.11038961038961038
Worry_7,L8,u->v,7,0.045454545454545456,154,0.07792207792207792
Worry_8,Worry_9,v->u,7,0.045454545454545456,154,0.05844155844155845
Worry_9,Sleep_1,u->v,7,0.045454545454545456,154,0.05844155844155845
Worry_9,Sleep_5,u->v,7,0.045454545454545456,154,0.045454545454545456
Worry_9,Sleep_7,u->v,7,0.045454545454545456,154,0.045454545454545456
Worry_10,MistrustB_5,u->v,7,0.045454545454545456,154,0.09740259740259741
Worry_10,MistrustB_7,u->v,7,0.045454545454545456,154,0.05194805194805195
Worry_10,MistrustB_9,v->u,7,0.045454545454545456,154,0.07792207792207792
MistrustB_1,MistrustB_6,u->v,7,0.045454545454545456,154,0.09090909090909091
MistrustB_1,MistrustB_6,v->u,7,0.045454545454545456,154,0.09090909090909091
MistrustB_1,L9,v->u,7,0.045454545454545456,154,0.045454545454545456
MistrustB_2,MistrustB_3,v->u,7,0.045454545454545456,154,0.07792207792207792
MistrustB_2,L9,v->u,7,0.045454545454545456,154,0.045454545454545456
MistrustB_3,MistrustB_4,u->v,7,0.045454545454545456,154,0.05844155844155845
MistrustB_3,L2,v->u,7,0.045454545454545456,154,0.045454545454545456
MistrustB_4,L1,v->u,7,0.045454545454545456,154,0.05194805194805195
MistrustB_5,MistrustB_8,u->v,7,0.045454545454545456,154,0.13636363636363635
MistrustB_5,L2,v->u,7,0.045454545454545456,154,0.05194805194805195
MistrustB_9,L8,u->v,7,0.045454545454545456,154,0.05844155844155845
MistrustB_10,L1,v->u,7,0.045454545454545456,154,0.05194805194805195
Sleep_1,L4,v->u,7,0.045454545454545456,154,0.05194805194805195
Sleep_3,L7,v->u,7,0.045454545454545456,154,0.07142857142857144
Sleep_4,L1,v->u,7,0.045454545454545456,154,0.05194805194805195
Sleep_5,L1,v->u,7,0.045454545454545456,154,0.045454545454545456
Sleep_7,L9,v->u,7,0.045454545454545456,154,0.05194805194805195
L1,L7,u->v,7,0.045454545454545456,154,0.08441558441558442
L2,L6,v->u,7,0.045454545454545456,154,0.09740259740259741
L5,L8,u->v,7,0.045454545454545456,154,0.06493506493506493
L6,L10,v->u,7,0.045454545454545456,154,0.08441558441558442
L7,L10,v->u,7,0.045454545454545456,154,0.1038961038961039
Worry_1,Worry_6,u->v,6,0.03896103896103896,154,0.09740259740259741
