,u,v,edge_type,count
1405,Worry_9,L4,u->v,1
1406,Worry_9,L4,v->u,2
1407,Worry_9,L4,undirected,0
1408,Worry_9,L4,none,220
1409,Worry_9,L4,unknown,0
1410,Worry_9,L5,u->v,4
1411,Worry_9,L5,v->u,91
1412,Worry_9,L5,undirected,0
1413,Worry_9,L5,none,128
1414,Worry_9,L5,unknown,0
1415,Worry_9,L6,u->v,1
1416,Worry_9,L6,v->u,5
1417,Worry_9,L6,undirected,0
1418,Worry_9,L6,none,217
1419,Worry_9,L6,unknown,0
1420,Worry_9,L7,u->v,16
1421,Worry_9,L7,v->u,45
1422,Worry_9,L7,undirected,0
1423,Worry_9,L7,none,162
1424,Worry_9,L7,unknown,0
1425,Worry_9,L8,u->v,0
1426,Worry_9,L8,v->u,2
1427,Worry_9,L8,undirected,0
1428,Worry_9,L8,none,221
1429,Worry_9,L8,unknown,0
1430,Worry_9,L9,u->v,0
1431,Worry_9,L9,v->u,2
1432,Worry_9,L9,undirected,0
1433,Worry_9,L9,none,221
1434,Worry_9,L9,unknown,0
1435,Worry_9,L10,u->v,5
1436,Worry_9,L10,v->u,18
1437,Worry_9,L10,undirected,0
1438,Worry_9,L10,none,200
1439,Worry_9,L10,unknown,0
1440,Worry_10,MistrustB_1,u->v,15
1441,Worry_10,MistrustB_1,v->u,51
1442,Worry_10,MistrustB_1,undirected,1
1443,Worry_10,MistrustB_1,none,149
1444,Worry_10,MistrustB_1,unknown,7
1445,Worry_10,MistrustB_2,u->v,11
1446,Worry_10,MistrustB_2,v->u,58
1447,Worry_10,MistrustB_2,undirected,0
1448,Worry_10,MistrustB_2,none,147
1449,Worry_10,MistrustB_2,unknown,7
1450,Worry_10,MistrustB_3,u->v,14
1451,Worry_10,MistrustB_3,v->u,52
1452,Worry_10,MistrustB_3,undirected,2
1453,Worry_10,MistrustB_3,none,148
1454,Worry_10,MistrustB_3,unknown,7
1455,Worry_10,MistrustB_4,u->v,13
1456,Worry_10,MistrustB_4,v->u,40
1457,Worry_10,MistrustB_4,undirected,1
1458,Worry_10,MistrustB_4,none,162
1459,Worry_10,MistrustB_4,unknown,7
1460,Worry_10,MistrustB_5,u->v,15
1461,Worry_10,MistrustB_5,v->u,46
1462,Worry_10,MistrustB_5,undirected,0
1463,Worry_10,MistrustB_5,none,155
1464,Worry_10,MistrustB_5,unknown,7
1465,Worry_10,MistrustB_6,u->v,14
1466,Worry_10,MistrustB_6,v->u,46
1467,Worry_10,MistrustB_6,undirected,0
1468,Worry_10,MistrustB_6,none,156
1469,Worry_10,MistrustB_6,unknown,7
1470,Worry_10,MistrustB_7,u->v,10
1471,Worry_10,MistrustB_7,v->u,53
1472,Worry_10,MistrustB_7,undirected,0
1473,Worry_10,MistrustB_7,none,153
1474,Worry_10,MistrustB_7,unknown,7
1475,Worry_10,MistrustB_8,u->v,11
1476,Worry_10,MistrustB_8,v->u,42
1477,Worry_10,MistrustB_8,undirected,0
1478,Worry_10,MistrustB_8,none,163
1479,Worry_10,MistrustB_8,unknown,7
1480,Worry_10,MistrustB_9,u->v,13
1481,Worry_10,MistrustB_9,v->u,42
1482,Worry_10,MistrustB_9,undirected,0
1483,Worry_10,MistrustB_9,none,161
1484,Worry_10,MistrustB_9,unknown,7
1485,Worry_10,MistrustB_10,u->v,10
1486,Worry_10,MistrustB_10,v->u,48
1487,Worry_10,MistrustB_10,undirected,0
1488,Worry_10,MistrustB_10,none,158
1489,Worry_10,MistrustB_10,unknown,7
1490,Worry_10,Sleep_1,u->v,6
1491,Worry_10,Sleep_1,v->u,64
1492,Worry_10,Sleep_1,undirected,0
1493,Worry_10,Sleep_1,none,146
1494,Worry_10,Sleep_1,unknown,7
1495,Worry_10,Sleep_2,u->v,7
1496,Worry_10,Sleep_2,v->u,64
1497,Worry_10,Sleep_2,undirected,1
1498,Worry_10,Sleep_2,none,144
1499,Worry_10,Sleep_2,unknown,7
1500,Worry_10,Sleep_3,u->v,8
1501,Worry_10,Sleep_3,v->u,66
1502,Worry_10,Sleep_3,undirected,0
1503,Worry_10,Sleep_3,none,142
1504,Worry_10,Sleep_3,unknown,7
1505,Worry_10,Sleep_4,u->v,9
1506,Worry_10,Sleep_4,v->u,60
1507,Worry_10,Sleep_4,undirected,0
1508,Worry_10,Sleep_4,none,147
1509,Worry_10,Sleep_4,unknown,7
1510,Worry_10,Sleep_5,u->v,4
1511,Worry_10,Sleep_5,v->u,74
1512,Worry_10,Sleep_5,undirected,0
1513,Worry_10,Sleep_5,none,138
1514,Worry_10,Sleep_5,unknown,7
1515,Worry_10,Sleep_6,u->v,5
1516,Worry_10,Sleep_6,v->u,69
1517,Worry_10,Sleep_6,undirected,0
1518,Worry_10,Sleep_6,none,142
1519,Worry_10,Sleep_6,unknown,7
1520,Worry_10,Sleep_7,u->v,7
1521,Worry_10,Sleep_7,v->u,68
1522,Worry_10,Sleep_7,undirected,0
1523,Worry_10,Sleep_7,none,141
1524,Worry_10,Sleep_7,unknown,7
1525,Worry_10,L1,u->v,1
1526,Worry_10,L1,v->u,6
1527,Worry_10,L1,undirected,0
1528,Worry_10,L1,none,216
1529,Worry_10,L1,unknown,0
1530,Worry_10,L2,u->v,18
1531,Worry_10,L2,v->u,36
1532,Worry_10,L2,undirected,0
1533,Worry_10,L2,none,169
1534,Worry_10,L2,unknown,0
1535,Worry_10,L3,u->v,33
1536,Worry_10,L3,v->u,47
1537,Worry_10,L3,undirected,0
1538,Worry_10,L3,none,143
1539,Worry_10,L3,unknown,0
1540,Worry_10,L4,u->v,1
1541,Worry_10,L4,v->u,3
1542,Worry_10,L4,undirected,0
1543,Worry_10,L4,none,219
1544,Worry_10,L4,unknown,0
1545,Worry_10,L5,u->v,10
1546,Worry_10,L5,v->u,21
1547,Worry_10,L5,undirected,0
1548,Worry_10,L5,none,192
1549,Worry_10,L5,unknown,0
1550,Worry_10,L6,u->v,2
1551,Worry_10,L6,v->u,18
1552,Worry_10,L6,undirected,0
1553,Worry_10,L6,none,203
1554,Worry_10,L6,unknown,0
1555,Worry_10,L7,u->v,30
1556,Worry_10,L7,v->u,29
1557,Worry_10,L7,undirected,0
1558,Worry_10,L7,none,164
1559,Worry_10,L7,unknown,0
1560,Worry_10,L8,u->v,1
1561,Worry_10,L8,v->u,4
1562,Worry_10,L8,undirected,0
1563,Worry_10,L8,none,218
1564,Worry_10,L8,unknown,0
1565,Worry_10,L9,u->v,0
1566,Worry_10,L9,v->u,6
1567,Worry_10,L9,undirected,0
1568,Worry_10,L9,none,217
1569,Worry_10,L9,unknown,0
1570,Worry_10,L10,u->v,7
1571,Worry_10,L10,v->u,27
1572,Worry_10,L10,undirected,0
1573,Worry_10,L10,none,189
1574,Worry_10,L10,unknown,0
1575,MistrustB_1,MistrustB_2,u->v,1
1576,MistrustB_1,MistrustB_2,v->u,3
1577,MistrustB_1,MistrustB_2,undirected,0
1578,MistrustB_1,MistrustB_2,none,212
1579,MistrustB_1,MistrustB_2,unknown,7
1580,MistrustB_1,MistrustB_3,u->v,5
1581,MistrustB_1,MistrustB_3,v->u,6
1582,MistrustB_1,MistrustB_3,undirected,0
1583,MistrustB_1,MistrustB_3,none,205
1584,MistrustB_1,MistrustB_3,unknown,7
1585,MistrustB_1,MistrustB_4,u->v,0
1586,MistrustB_1,MistrustB_4,v->u,0
1587,MistrustB_1,MistrustB_4,undirected,0
1588,MistrustB_1,MistrustB_4,none,216
1589,MistrustB_1,MistrustB_4,unknown,7
1590,MistrustB_1,MistrustB_5,u->v,10
1591,MistrustB_1,MistrustB_5,v->u,6
1592,MistrustB_1,MistrustB_5,undirected,0
1593,MistrustB_1,MistrustB_5,none,200
1594,MistrustB_1,MistrustB_5,unknown,7
1595,MistrustB_1,MistrustB_6,u->v,0
1596,MistrustB_1,MistrustB_6,v->u,3
1597,MistrustB_1,MistrustB_6,undirected,0
1598,MistrustB_1,MistrustB_6,none,213
1599,MistrustB_1,MistrustB_6,unknown,7
1600,MistrustB_1,MistrustB_7,u->v,1
1601,MistrustB_1,MistrustB_7,v->u,8
1602,MistrustB_1,MistrustB_7,undirected,1
1603,MistrustB_1,MistrustB_7,none,206
1604,MistrustB_1,MistrustB_7,unknown,7
1605,MistrustB_1,MistrustB_8,u->v,0
1606,MistrustB_1,MistrustB_8,v->u,5
1607,MistrustB_1,MistrustB_8,undirected,0
1608,MistrustB_1,MistrustB_8,none,211
1609,MistrustB_1,MistrustB_8,unknown,7
1610,MistrustB_1,MistrustB_9,u->v,1
1611,MistrustB_1,MistrustB_9,v->u,8
1612,MistrustB_1,MistrustB_9,undirected,0
1613,MistrustB_1,MistrustB_9,none,207
1614,MistrustB_1,MistrustB_9,unknown,7
1615,MistrustB_1,MistrustB_10,u->v,3
1616,MistrustB_1,MistrustB_10,v->u,3
1617,MistrustB_1,MistrustB_10,undirected,0
1618,MistrustB_1,MistrustB_10,none,210
1619,MistrustB_1,MistrustB_10,unknown,7
1620,MistrustB_1,Sleep_1,u->v,0
1621,MistrustB_1,Sleep_1,v->u,0
1622,MistrustB_1,Sleep_1,undirected,0
1623,MistrustB_1,Sleep_1,none,216
1624,MistrustB_1,Sleep_1,unknown,7
1625,MistrustB_1,Sleep_2,u->v,0
1626,MistrustB_1,Sleep_2,v->u,0
1627,MistrustB_1,Sleep_2,undirected,0
1628,MistrustB_1,Sleep_2,none,216
1629,MistrustB_1,Sleep_2,unknown,7
1630,MistrustB_1,Sleep_3,u->v,5
1631,MistrustB_1,Sleep_3,v->u,0
1632,MistrustB_1,Sleep_3,undirected,0
1633,MistrustB_1,Sleep_3,none,211
1634,MistrustB_1,Sleep_3,unknown,7
1635,MistrustB_1,Sleep_4,u->v,8
1636,MistrustB_1,Sleep_4,v->u,6
1637,MistrustB_1,Sleep_4,undirected,0
1638,MistrustB_1,Sleep_4,none,202
1639,MistrustB_1,Sleep_4,unknown,7
1640,MistrustB_1,Sleep_5,u->v,0
1641,MistrustB_1,Sleep_5,v->u,2
1642,MistrustB_1,Sleep_5,undirected,0
1643,MistrustB_1,Sleep_5,none,214
1644,MistrustB_1,Sleep_5,unknown,7
1645,MistrustB_1,Sleep_6,u->v,2
1646,MistrustB_1,Sleep_6,v->u,2
1647,MistrustB_1,Sleep_6,undirected,0
1648,MistrustB_1,Sleep_6,none,212
1649,MistrustB_1,Sleep_6,unknown,7
1650,MistrustB_1,Sleep_7,u->v,1
1651,MistrustB_1,Sleep_7,v->u,1
1652,MistrustB_1,Sleep_7,undirected,0
1653,MistrustB_1,Sleep_7,none,214
1654,MistrustB_1,Sleep_7,unknown,7
1655,MistrustB_1,L1,u->v,12
1656,MistrustB_1,L1,v->u,7
1657,MistrustB_1,L1,undirected,0
1658,MistrustB_1,L1,none,204
1659,MistrustB_1,L1,unknown,0
1660,MistrustB_1,L2,u->v,66
1661,MistrustB_1,L2,v->u,10
1662,MistrustB_1,L2,undirected,0
1663,MistrustB_1,L2,none,147
1664,MistrustB_1,L2,unknown,0
1665,MistrustB_1,L3,u->v,105
1666,MistrustB_1,L3,v->u,81
1667,MistrustB_1,L3,undirected,1
1668,MistrustB_1,L3,none,36
1669,MistrustB_1,L3,unknown,0
1670,MistrustB_1,L4,u->v,3
1671,MistrustB_1,L4,v->u,3
1672,MistrustB_1,L4,undirected,0
1673,MistrustB_1,L4,none,217
1674,MistrustB_1,L4,unknown,0
1675,MistrustB_1,L5,u->v,33
1676,MistrustB_1,L5,v->u,12
1677,MistrustB_1,L5,undirected,0
1678,MistrustB_1,L5,none,178
1679,MistrustB_1,L5,unknown,0
1680,MistrustB_1,L6,u->v,9
1681,MistrustB_1,L6,v->u,5
1682,MistrustB_1,L6,undirected,0
1683,MistrustB_1,L6,none,209
1684,MistrustB_1,L6,unknown,0
1685,MistrustB_1,L7,u->v,84
1686,MistrustB_1,L7,v->u,49
1687,MistrustB_1,L7,undirected,0
1688,MistrustB_1,L7,none,90
1689,MistrustB_1,L7,unknown,0
1690,MistrustB_1,L8,u->v,10
1691,MistrustB_1,L8,v->u,2
1692,MistrustB_1,L8,undirected,1
1693,MistrustB_1,L8,none,210
1694,MistrustB_1,L8,unknown,0
1695,MistrustB_1,L9,u->v,1
1696,MistrustB_1,L9,v->u,5
1697,MistrustB_1,L9,undirected,0
1698,MistrustB_1,L9,none,217
1699,MistrustB_1,L9,unknown,0
1700,MistrustB_1,L10,u->v,42
1701,MistrustB_1,L10,v->u,2
1702,MistrustB_1,L10,undirected,0
1703,MistrustB_1,L10,none,179
1704,MistrustB_1,L10,unknown,0
1705,MistrustB_2,MistrustB_3,u->v,7
1706,MistrustB_2,MistrustB_3,v->u,7
1707,MistrustB_2,MistrustB_3,undirected,0
1708,MistrustB_2,MistrustB_3,none,202
1709,MistrustB_2,MistrustB_3,unknown,7
1710,MistrustB_2,MistrustB_4,u->v,0
1711,MistrustB_2,MistrustB_4,v->u,2
1712,MistrustB_2,MistrustB_4,undirected,0
1713,MistrustB_2,MistrustB_4,none,214
1714,MistrustB_2,MistrustB_4,unknown,7
1715,MistrustB_2,MistrustB_5,u->v,11
1716,MistrustB_2,MistrustB_5,v->u,7
1717,MistrustB_2,MistrustB_5,undirected,0
1718,MistrustB_2,MistrustB_5,none,198
1719,MistrustB_2,MistrustB_5,unknown,7
1720,MistrustB_2,MistrustB_6,u->v,3
1721,MistrustB_2,MistrustB_6,v->u,2
1722,MistrustB_2,MistrustB_6,undirected,0
1723,MistrustB_2,MistrustB_6,none,211
1724,MistrustB_2,MistrustB_6,unknown,7
1725,MistrustB_2,MistrustB_7,u->v,3
1726,MistrustB_2,MistrustB_7,v->u,7
1727,MistrustB_2,MistrustB_7,undirected,0
1728,MistrustB_2,MistrustB_7,none,206
1729,MistrustB_2,MistrustB_7,unknown,7
1730,MistrustB_2,MistrustB_8,u->v,2
1731,MistrustB_2,MistrustB_8,v->u,5
1732,MistrustB_2,MistrustB_8,undirected,0
1733,MistrustB_2,MistrustB_8,none,209
1734,MistrustB_2,MistrustB_8,unknown,7
1735,MistrustB_2,MistrustB_9,u->v,4
1736,MistrustB_2,MistrustB_9,v->u,8
1737,MistrustB_2,MistrustB_9,undirected,0
1738,MistrustB_2,MistrustB_9,none,204
1739,MistrustB_2,MistrustB_9,unknown,7
1740,MistrustB_2,MistrustB_10,u->v,5
1741,MistrustB_2,MistrustB_10,v->u,6
1742,MistrustB_2,MistrustB_10,undirected,0
1743,MistrustB_2,MistrustB_10,none,205
1744,MistrustB_2,MistrustB_10,unknown,7
1745,MistrustB_2,Sleep_1,u->v,0
1746,MistrustB_2,Sleep_1,v->u,2
1747,MistrustB_2,Sleep_1,undirected,0
1748,MistrustB_2,Sleep_1,none,214
1749,MistrustB_2,Sleep_1,unknown,7
1750,MistrustB_2,Sleep_2,u->v,0
1751,MistrustB_2,Sleep_2,v->u,1
1752,MistrustB_2,Sleep_2,undirected,0
1753,MistrustB_2,Sleep_2,none,215
1754,MistrustB_2,Sleep_2,unknown,7
1755,MistrustB_2,Sleep_3,u->v,7
1756,MistrustB_2,Sleep_3,v->u,1
1757,MistrustB_2,Sleep_3,undirected,0
1758,MistrustB_2,Sleep_3,none,208
1759,MistrustB_2,Sleep_3,unknown,7
1760,MistrustB_2,Sleep_4,u->v,8
1761,MistrustB_2,Sleep_4,v->u,7
1762,MistrustB_2,Sleep_4,undirected,0
1763,MistrustB_2,Sleep_4,none,201
1764,MistrustB_2,Sleep_4,unknown,7
1765,MistrustB_2,Sleep_5,u->v,1
1766,MistrustB_2,Sleep_5,v->u,4
1767,MistrustB_2,Sleep_5,undirected,0
1768,MistrustB_2,Sleep_5,none,211
1769,MistrustB_2,Sleep_5,unknown,7
1770,MistrustB_2,Sleep_6,u->v,2
1771,MistrustB_2,Sleep_6,v->u,4
1772,MistrustB_2,Sleep_6,undirected,0
1773,MistrustB_2,Sleep_6,none,210
1774,MistrustB_2,Sleep_6,unknown,7
1775,MistrustB_2,Sleep_7,u->v,2
1776,MistrustB_2,Sleep_7,v->u,2
1777,MistrustB_2,Sleep_7,undirected,0
1778,MistrustB_2,Sleep_7,none,212
1779,MistrustB_2,Sleep_7,unknown,7
1780,MistrustB_2,L1,u->v,15
1781,MistrustB_2,L1,v->u,7
1782,MistrustB_2,L1,undirected,0
1783,MistrustB_2,L1,none,201
1784,MistrustB_2,L1,unknown,0
1785,MistrustB_2,L2,u->v,72
1786,MistrustB_2,L2,v->u,8
1787,MistrustB_2,L2,undirected,0
1788,MistrustB_2,L2,none,143
1789,MistrustB_2,L2,unknown,0
1790,MistrustB_2,L3,u->v,122
1791,MistrustB_2,L3,v->u,76
1792,MistrustB_2,L3,undirected,0
1793,MistrustB_2,L3,none,25
1794,MistrustB_2,L3,unknown,0
1795,MistrustB_2,L4,u->v,6
1796,MistrustB_2,L4,v->u,2
1797,MistrustB_2,L4,undirected,0
1798,MistrustB_2,L4,none,215
1799,MistrustB_2,L4,unknown,0
1800,MistrustB_2,L5,u->v,39
1801,MistrustB_2,L5,v->u,3
1802,MistrustB_2,L5,undirected,0
1803,MistrustB_2,L5,none,181
1804,MistrustB_2,L5,unknown,0
1805,MistrustB_2,L6,u->v,11
1806,MistrustB_2,L6,v->u,7
1807,MistrustB_2,L6,undirected,0
1808,MistrustB_2,L6,none,205
1809,MistrustB_2,L6,unknown,0
1810,MistrustB_2,L7,u->v,97
1811,MistrustB_2,L7,v->u,46
1812,MistrustB_2,L7,undirected,0
1813,MistrustB_2,L7,none,80
1814,MistrustB_2,L7,unknown,0
1815,MistrustB_2,L8,u->v,11
1816,MistrustB_2,L8,v->u,0
1817,MistrustB_2,L8,undirected,0
1818,MistrustB_2,L8,none,212
1819,MistrustB_2,L8,unknown,0
1820,MistrustB_2,L9,u->v,3
1821,MistrustB_2,L9,v->u,1
1822,MistrustB_2,L9,undirected,0
1823,MistrustB_2,L9,none,219
1824,MistrustB_2,L9,unknown,0
1825,MistrustB_2,L10,u->v,48
1826,MistrustB_2,L10,v->u,4
1827,MistrustB_2,L10,undirected,0
1828,MistrustB_2,L10,none,171
1829,MistrustB_2,L10,unknown,0
1830,MistrustB_3,MistrustB_4,u->v,8
1831,MistrustB_3,MistrustB_4,v->u,4
1832,MistrustB_3,MistrustB_4,undirected,0
1833,MistrustB_3,MistrustB_4,none,204
1834,MistrustB_3,MistrustB_4,unknown,7
1835,MistrustB_3,MistrustB_5,u->v,15
1836,MistrustB_3,MistrustB_5,v->u,15
1837,MistrustB_3,MistrustB_5,undirected,0
1838,MistrustB_3,MistrustB_5,none,186
1839,MistrustB_3,MistrustB_5,unknown,7
1840,MistrustB_3,MistrustB_6,u->v,12
1841,MistrustB_3,MistrustB_6,v->u,3
1842,MistrustB_3,MistrustB_6,undirected,0
1843,MistrustB_3,MistrustB_6,none,201
1844,MistrustB_3,MistrustB_6,unknown,7
1845,MistrustB_3,MistrustB_7,u->v,12
1846,MistrustB_3,MistrustB_7,v->u,11
1847,MistrustB_3,MistrustB_7,undirected,1
1848,MistrustB_3,MistrustB_7,none,192
1849,MistrustB_3,MistrustB_7,unknown,7
1850,MistrustB_3,MistrustB_8,u->v,8
1851,MistrustB_3,MistrustB_8,v->u,6
1852,MistrustB_3,MistrustB_8,undirected,0
1853,MistrustB_3,MistrustB_8,none,202
1854,MistrustB_3,MistrustB_8,unknown,7
1855,MistrustB_3,MistrustB_9,u->v,10
1856,MistrustB_3,MistrustB_9,v->u,5
1857,MistrustB_3,MistrustB_9,undirected,1
1858,MistrustB_3,MistrustB_9,none,200
1859,MistrustB_3,MistrustB_9,unknown,7
1860,MistrustB_3,MistrustB_10,u->v,10
1861,MistrustB_3,MistrustB_10,v->u,6
1862,MistrustB_3,MistrustB_10,undirected,0
1863,MistrustB_3,MistrustB_10,none,200
1864,MistrustB_3,MistrustB_10,unknown,7
1865,MistrustB_3,Sleep_1,u->v,3
1866,MistrustB_3,Sleep_1,v->u,8
1867,MistrustB_3,Sleep_1,undirected,0
1868,MistrustB_3,Sleep_1,none,205
1869,MistrustB_3,Sleep_1,unknown,7
1870,MistrustB_3,Sleep_2,u->v,2
1871,MistrustB_3,Sleep_2,v->u,8
1872,MistrustB_3,Sleep_2,undirected,0
1873,MistrustB_3,Sleep_2,none,206
1874,MistrustB_3,Sleep_2,unknown,7
1875,MistrustB_3,Sleep_3,u->v,4
1876,MistrustB_3,Sleep_3,v->u,8
1877,MistrustB_3,Sleep_3,undirected,0
1878,MistrustB_3,Sleep_3,none,204
1879,MistrustB_3,Sleep_3,unknown,7
1880,MistrustB_3,Sleep_4,u->v,12
1881,MistrustB_3,Sleep_4,v->u,10
1882,MistrustB_3,Sleep_4,undirected,0
1883,MistrustB_3,Sleep_4,none,194
1884,MistrustB_3,Sleep_4,unknown,7
1885,MistrustB_3,Sleep_5,u->v,3
1886,MistrustB_3,Sleep_5,v->u,8
1887,MistrustB_3,Sleep_5,undirected,0
1888,MistrustB_3,Sleep_5,none,205
1889,MistrustB_3,Sleep_5,unknown,7
1890,MistrustB_3,Sleep_6,u->v,4
1891,MistrustB_3,Sleep_6,v->u,9
1892,MistrustB_3,Sleep_6,undirected,0
1893,MistrustB_3,Sleep_6,none,203
1894,MistrustB_3,Sleep_6,unknown,7
1895,MistrustB_3,Sleep_7,u->v,2
1896,MistrustB_3,Sleep_7,v->u,9
1897,MistrustB_3,Sleep_7,undirected,0
1898,MistrustB_3,Sleep_7,none,205
1899,MistrustB_3,Sleep_7,unknown,7
1900,MistrustB_3,L1,u->v,12
1901,MistrustB_3,L1,v->u,4
1902,MistrustB_3,L1,undirected,0
1903,MistrustB_3,L1,none,207
1904,MistrustB_3,L1,unknown,0
1905,MistrustB_3,L2,u->v,62
1906,MistrustB_3,L2,v->u,14
1907,MistrustB_3,L2,undirected,0
1908,MistrustB_3,L2,none,147
1909,MistrustB_3,L2,unknown,0
1910,MistrustB_3,L3,u->v,106
1911,MistrustB_3,L3,v->u,84
1912,MistrustB_3,L3,undirected,2
1913,MistrustB_3,L3,none,31
1914,MistrustB_3,L3,unknown,0
1915,MistrustB_3,L4,u->v,3
1916,MistrustB_3,L4,v->u,3
1917,MistrustB_3,L4,undirected,0
1918,MistrustB_3,L4,none,217
1919,MistrustB_3,L4,unknown,0
1920,MistrustB_3,L5,u->v,31
1921,MistrustB_3,L5,v->u,6
1922,MistrustB_3,L5,undirected,0
1923,MistrustB_3,L5,none,186
1924,MistrustB_3,L5,unknown,0
1925,MistrustB_3,L6,u->v,11
1926,MistrustB_3,L6,v->u,4
1927,MistrustB_3,L6,undirected,1
1928,MistrustB_3,L6,none,207
1929,MistrustB_3,L6,unknown,0
1930,MistrustB_3,L7,u->v,81
1931,MistrustB_3,L7,v->u,60
1932,MistrustB_3,L7,undirected,0
1933,MistrustB_3,L7,none,82
1934,MistrustB_3,L7,unknown,0
1935,MistrustB_3,L8,u->v,10
1936,MistrustB_3,L8,v->u,2
1937,MistrustB_3,L8,undirected,0
1938,MistrustB_3,L8,none,211
1939,MistrustB_3,L8,unknown,0
1940,MistrustB_3,L9,u->v,1
1941,MistrustB_3,L9,v->u,2
1942,MistrustB_3,L9,undirected,0
1943,MistrustB_3,L9,none,220
1944,MistrustB_3,L9,unknown,0
1945,MistrustB_3,L10,u->v,38
1946,MistrustB_3,L10,v->u,4
1947,MistrustB_3,L10,undirected,0
1948,MistrustB_3,L10,none,181
1949,MistrustB_3,L10,unknown,0
1950,MistrustB_4,MistrustB_5,u->v,5
1951,MistrustB_4,MistrustB_5,v->u,9
1952,MistrustB_4,MistrustB_5,undirected,0
1953,MistrustB_4,MistrustB_5,none,202
1954,MistrustB_4,MistrustB_5,unknown,7
1955,MistrustB_4,MistrustB_6,u->v,0
1956,MistrustB_4,MistrustB_6,v->u,2
1957,MistrustB_4,MistrustB_6,undirected,0
1958,MistrustB_4,MistrustB_6,none,214
1959,MistrustB_4,MistrustB_6,unknown,7
1960,MistrustB_4,MistrustB_7,u->v,0
1961,MistrustB_4,MistrustB_7,v->u,7
1962,MistrustB_4,MistrustB_7,undirected,0
1963,MistrustB_4,MistrustB_7,none,209
1964,MistrustB_4,MistrustB_7,unknown,7
1965,MistrustB_4,MistrustB_8,u->v,0
1966,MistrustB_4,MistrustB_8,v->u,4
1967,MistrustB_4,MistrustB_8,undirected,0
1968,MistrustB_4,MistrustB_8,none,212
1969,MistrustB_4,MistrustB_8,unknown,7
1970,MistrustB_4,MistrustB_9,u->v,1
1971,MistrustB_4,MistrustB_9,v->u,10
1972,MistrustB_4,MistrustB_9,undirected,0
1973,MistrustB_4,MistrustB_9,none,205
1974,MistrustB_4,MistrustB_9,unknown,7
1975,MistrustB_4,MistrustB_10,u->v,1
1976,MistrustB_4,MistrustB_10,v->u,7
1977,MistrustB_4,MistrustB_10,undirected,0
1978,MistrustB_4,MistrustB_10,none,208
1979,MistrustB_4,MistrustB_10,unknown,7
1980,MistrustB_4,Sleep_1,u->v,0
1981,MistrustB_4,Sleep_1,v->u,0
1982,MistrustB_4,Sleep_1,undirected,0
1983,MistrustB_4,Sleep_1,none,216
1984,MistrustB_4,Sleep_1,unknown,7
1985,MistrustB_4,Sleep_2,u->v,0
1986,MistrustB_4,Sleep_2,v->u,0
1987,MistrustB_4,Sleep_2,undirected,0
1988,MistrustB_4,Sleep_2,none,216
1989,MistrustB_4,Sleep_2,unknown,7
1990,MistrustB_4,Sleep_3,u->v,3
1991,MistrustB_4,Sleep_3,v->u,3
1992,MistrustB_4,Sleep_3,undirected,0
1993,MistrustB_4,Sleep_3,none,210
1994,MistrustB_4,Sleep_3,unknown,7
1995,MistrustB_4,Sleep_4,u->v,5
1996,MistrustB_4,Sleep_4,v->u,5
1997,MistrustB_4,Sleep_4,undirected,1
1998,MistrustB_4,Sleep_4,none,205
1999,MistrustB_4,Sleep_4,unknown,7
2000,MistrustB_4,Sleep_5,u->v,1
2001,MistrustB_4,Sleep_5,v->u,2
2002,MistrustB_4,Sleep_5,undirected,0
2003,MistrustB_4,Sleep_5,none,213
2004,MistrustB_4,Sleep_5,unknown,7
2005,MistrustB_4,Sleep_6,u->v,0
2006,MistrustB_4,Sleep_6,v->u,1
2007,MistrustB_4,Sleep_6,undirected,0
2008,MistrustB_4,Sleep_6,none,215
2009,MistrustB_4,Sleep_6,unknown,7
2010,MistrustB_4,Sleep_7,u->v,0
2011,MistrustB_4,Sleep_7,v->u,2
2012,MistrustB_4,Sleep_7,undirected,0
2013,MistrustB_4,Sleep_7,none,214
2014,MistrustB_4,Sleep_7,unknown,7
2015,MistrustB_4,L1,u->v,5
2016,MistrustB_4,L1,v->u,9
2017,MistrustB_4,L1,undirected,0
2018,MistrustB_4,L1,none,209
2019,MistrustB_4,L1,unknown,0
2020,MistrustB_4,L2,u->v,40
2021,MistrustB_4,L2,v->u,22
2022,MistrustB_4,L2,undirected,0
2023,MistrustB_4,L2,none,161
2024,MistrustB_4,L2,unknown,0
2025,MistrustB_4,L3,u->v,87
2026,MistrustB_4,L3,v->u,105
2027,MistrustB_4,L3,undirected,0
2028,MistrustB_4,L3,none,31
2029,MistrustB_4,L3,unknown,0
2030,MistrustB_4,L4,u->v,3
2031,MistrustB_4,L4,v->u,1
2032,MistrustB_4,L4,undirected,0
2033,MistrustB_4,L4,none,219
2034,MistrustB_4,L4,unknown,0
2035,MistrustB_4,L5,u->v,23
2036,MistrustB_4,L5,v->u,6
2037,MistrustB_4,L5,undirected,0
2038,MistrustB_4,L5,none,194
2039,MistrustB_4,L5,unknown,0
2040,MistrustB_4,L6,u->v,4
2041,MistrustB_4,L6,v->u,11
2042,MistrustB_4,L6,undirected,0
2043,MistrustB_4,L6,none,208
2044,MistrustB_4,L6,unknown,0
2045,MistrustB_4,L7,u->v,65
2046,MistrustB_4,L7,v->u,77
2047,MistrustB_4,L7,undirected,0
2048,MistrustB_4,L7,none,81
